OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-2571,2021-038BA,2025-05-24T20:09:53.020800,15.06398607,.0001041,53.0544,198.3221,82.5135,277.5973,0,U,48401,999,22376,.16496E-3,.2176E-4,0
STARLINK-2593,2021-038BD,2025-05-24T12:38:44.044224,15.06390823,.0001236,53.0541,199.7185,88.6716,271.4414,0,U,48404,999,22372,.13809E-3,.1776E-4,0
STARLINK-2570,2021-038BE,2025-05-24T10:57:52.808544,15.06392116,.0001042,53.0544,200.0358,86.9579,273.1529,0,U,48405,999,22371,.26036E-4,.106E-5,0
STARLINK-2568,2021-038BF,2025-05-24T14:03:38.710944,15.06389030,.0001018,53.0545,199.4566,90.2402,269.8703,0,U,48406,999,22373,-.33274E-4,-.777E-5,0
STARLINK-2595,2021-038BG,2025-05-24T19:24:57.491136,15.34607135,.0001403,53.0504,172.7915,67.6647,292.4503,0,U,48407,999,22412,.44661E-2,.15469E-2,0
STARLINK-2592,2021-038BH,2025-05-24T20:15:11.339136,15.06395047,.0001261,53.0547,198.3000,85.7181,274.3953,0,U,48408,999,22376,.64117E-4,.674E-5,0
STARLINK-2563,2021-038BK,2025-05-24T08:11:21.918624,15.06383275,.0001298,53.0544,155.5597,94.3117,265.8020,0,U,48410,999,22433,.11911E-3,.1492E-4,0
STARLINK-2505,2021-038BL,2025-05-24T10:11:25.547136,15.06396758,.0001097,53.0538,150.1779,83.1416,276.9697,0,U,48411,999,22441,.8155E-4,.933E-5,0
STARLINK-2581,2021-038BM,2025-05-24T07:26:57.545664,15.06394139,.0001151,53.0541,151.1265,87.2315,272.8805,0,U,48412,999,22439,.47018E-4,.419E-5,0
STARLINK-2461,2021-040A,2025-05-25T04:20:10.108320,15.06408206,.000141,53.0564,41.7823,88.8382,271.2768,0,U,48428,999,22435,.73328E-4,.811E-5,0
STARLINK-2700,2021-040D,2025-05-24T22:19:53.225760,15.06406825,.000142,53.0554,7.9073,88.3602,271.7550,0,U,48431,999,22397,.85956E-4,.999E-5,0
STARLINK-2680,2021-040E,2025-05-24T21:52:46.304256,15.06411611,.0001433,53.0553,3.3892,85.5444,274.5709,0,U,48432,999,22358,.1467E-3,.1905E-4,0
STARLINK-2699,2021-040F,2025-05-24T22:10:40.147392,15.06411956,.0001552,53.0559,8.2191,101.1007,259.0156,0,U,48433,999,22412,.75943E-4,.85E-5,0
STARLINK-2692,2021-040G,2025-05-25T00:30:43.300800,15.06409424,.0001431,53.0568,13.0109,95.1630,264.9522,0,U,48434,999,22391,.13032E-3,.1661E-4,0
STARLINK-2633,2021-040H,2025-05-25T02:15:27.277344,15.06394465,.0001259,53.0560,22.1817,88.1281,271.9852,0,U,48435,999,22461,-.88135E-4,-.1594E-4,0
STARLINK-2639,2021-040J,2025-05-25T00:24:38.445696,15.06394099,.0001742,53.0576,37.5237,114.1944,245.9228,0,U,48436,999,22356,.22411E-3,.3058E-4,0
STARLINK-2642,2021-040K,2025-05-25T00:02:05.215200,15.06396312,.0001315,53.0559,47.5910,84.1971,275.9168,0,U,48437,999,22425,-.1096E-3,-.1913E-4,0
STARLINK-2640,2021-040L,2025-05-24T16:58:52.419360,15.06381438,.0001433,53.0541,39.1792,82.8146,277.3005,0,U,48438,999,22306,-.84786E-4,-.1543E-4,0
STARLINK-2583,2021-040M,2025-05-25T00:14:01.917888,15.06405197,.0001445,53.0571,37.5520,96.6880,263.4273,0,U,48439,999,22439,.17131E-3,.2271E-4,0
STARLINK-2682,2021-040N,2025-05-24T16:11:01.855392,15.06396813,.0001333,53.0563,39.0554,88.9113,271.2029,0,U,48440,999,22306,.1439E-4,-.67E-6,0
STARLINK-2702,2021-040P,2025-05-24T09:43:34.069152,15.06403464,.0001249,53.0571,40.2635,81.2243,278.8887,0,U,48441,999,22302,.21325E-3,.2897E-4,0
STARLINK-2644,2021-040Q,2025-05-24T17:35:56.206752,15.06396553,.0001201,53.0567,38.7910,97.2138,262.8988,0,U,48442,999,22307,-.43005E-3,-.668E-4,0
STARLINK-2663,2021-040R,2025-05-24T17:30:39.113568,15.06397753,.0001398,53.0556,38.8094,92.8193,267.2956,0,U,48443,999,22307,-.35537E-4,-.811E-5,0
STARLINK-2645,2021-040S,2025-05-24T23:47:29.838048,15.06404723,.0001536,53.0560,37.6336,85.2161,274.9004,0,U,48444,999,22439,.62494E-4,.65E-5,0
STARLINK-2634,2021-040T,2025-05-24T23:42:10.654848,15.06410117,.0001544,53.0563,37.6489,98.6730,261.4434,0,U,48445,999,22439,.34004E-4,.225E-5,0
STARLINK-2655,2021-040X,2025-05-25T04:12:51.746688,15.06414210,.0001422,53.0558,36.8090,94.3639,265.7513,0,U,48449,999,22442,.92417E-4,.1096E-4,0
STARLINK-2660,2021-040Y,2025-05-24T23:24:56.549664,15.06383054,.000153,53.0554,37.7322,93.3072,266.8092,0,U,48450,999,22439,-.86343E-4,-.1567E-4,0
STARLINK-2703,2021-040AA,2025-05-24T23:15:38.362464,15.06405560,.0001401,53.0553,37.7039,95.2841,264.8308,0,U,48452,999,22439,.57318E-4,.573E-5,0
STARLINK-2620,2021-040AB,2025-05-25T02:21:24.454080,15.06398510,.0001489,53.0559,37.1523,101.2068,258.9088,0,U,48453,999,22441,.2046E-3,.2767E-4,0
STARLINK-2654,2021-040AC,2025-05-25T02:16:06.148704,15.06407756,.000147,53.0572,37.1705,89.6558,270.4599,0,U,48454,999,22441,.9533E-4,.1139E-4,0
STARLINK-2497,2021-040AD,2025-05-24T16:37:33.900672,15.06402782,.0001464,53.0560,38.9770,94.5166,265.5990,0,U,48455,999,22306,.47822E-4,.431E-5,0
STARLINK-2698,2021-040AG,2025-05-25T00:47:52.576224,15.06405506,.0001566,53.0568,42.5341,91.0384,269.0785,0,U,48458,999,22359,.61098E-4,.629E-5,0
STARLINK-2579,2021-040AH,2025-05-24T16:39:37.316160,15.06399869,.0001447,53.0576,44.3258,94.2805,265.8350,0,U,48459,999,22300,.20671E-4,.26E-6,0
STARLINK-2582,2021-040AJ,2025-05-24T23:37:56.343360,15.17436113,.0005742,53.0567,37.1690,100.7947,259.3693,0,U,48460,999,22362,.50775E-3,.9985E-4,0
STARLINK-2683,2021-040AL,2025-05-24T21:49:26.960448,15.06391158,.0001257,53.0563,48.2794,76.2275,283.8854,0,U,48462,999,22356,-.77921E-4,-.1442E-4,0
STARLINK-2686,2021-040AN,2025-05-25T03:50:19.477824,15.06407493,.0001376,53.0556,46.8759,105.6241,254.4900,0,U,48464,999,22428,.16942E-3,.2243E-4,0
STARLINK-2681,2021-040AP,2025-05-25T02:30:41.574240,15.06413474,.0001526,53.0557,47.1243,114.5587,245.5561,0,U,48465,999,22428,-.34014E-4,-.788E-5,0
STARLINK-2687,2021-040AQ,2025-05-24T18:11:46.888512,15.06404682,.0001515,53.0560,48.6793,84.5803,275.5359,0,U,48466,999,22295,.60322E-4,.617E-5,0
STARLINK-2659,2021-040AR,2025-05-24T23:35:32.952192,15.06406189,.0001335,53.0560,47.6718,102.4737,257.6401,0,U,48467,999,22426,.5487E-4,.536E-5,0
STARLINK-2685,2021-040AS,2025-05-25T02:20:05.686656,15.06406327,.000151,53.0560,47.1575,92.5206,267.5956,0,U,48468,999,22427,.16615E-3,.2195E-4,0
STARLINK-2661,2021-040AT,2025-05-24T23:30:14.776416,15.06397893,.000136,53.0564,47.6907,91.2602,268.8543,0,U,48469,999,22425,.11291E-3,.1401E-4,0
STARLINK-2675,2021-040AU,2025-05-24T17:50:36.759264,15.06407378,.0001574,53.0567,49.0934,90.0288,270.0881,0,U,48470,999,22293,.8072E-4,.921E-5,0
STARLINK-2684,2021-040AV,2025-05-25T02:25:23.349216,15.06410306,.0001556,53.0566,47.1450,107.2674,252.8485,0,U,48471,999,22428,.20315E-3,.2746E-4,0
STARLINK-2722,2021-040AW,2025-05-25T00:23:19.179744,15.06407866,.0001316,53.0555,47.5241,85.7809,274.3331,0,U,48472,999,22342,.89776E-4,.1056E-4,0
STARLINK-2658,2021-040AX,2025-05-24T23:40:51.119328,15.06406653,.0001512,53.0566,47.6548,95.4435,264.6726,0,U,48473,999,22425,.24825E-4,.88E-6,0
STARLINK-2697,2021-040AY,2025-05-25T00:28:37.255296,15.06412931,.0001397,53.0559,47.5039,97.6126,262.5022,0,U,48474,999,22425,.11708E-3,.1463E-4,0
STARLINK-2619,2021-040AZ,2025-05-25T00:58:06.655584,15.29927717,.0009834,53.0380,28.3050,60.6238,299.5742,0,U,48475,999,22452,.46444E-3,.13321E-3,0
STARLINK-2728,2021-040BC,2025-05-24T17:34:37.662240,15.06400909,.00015,53.0566,48.7945,95.5728,264.5432,0,U,48478,999,22293,.61852E-4,.64E-5,0
STARLINK-2755,2021-040BD,2025-05-24T17:29:18.985344,15.06399961,.0001409,53.0563,48.8135,85.8180,274.2970,0,U,48479,999,22293,.3282E-4,.207E-5,0
STARLINK-2706,2021-040BF,2025-05-25T04:20:53.380896,15.06406739,.0001637,53.0554,57.0616,107.3411,252.7757,0,U,48481,999,22413,.25696E-4,.101E-5,0
STARLINK-2525,2021-040BG,2025-05-25T00:21:59.615712,15.06402929,.0001654,53.0561,57.5297,91.5065,268.6114,0,U,48482,999,22328,.90835E-4,.1072E-4,0
STARLINK-2531,2021-040BH,2025-05-24T17:54:32.366880,15.06394761,.0001451,53.0561,58.7350,88.1732,271.9423,0,U,48483,999,22279,.74897E-4,.834E-5,0
STARLINK-2696,2021-040BJ,2025-05-24T09:09:28.235520,15.45530676,.0004678,53.0490,22.3081,103.8236,256.3291,0,U,48484,999,22456,.11842E-2,.57788E-3,0
STARLINK-2500,2021-040BK,2025-05-25T03:38:22.384608,15.06407424,.000146,53.0554,56.9160,91.4991,268.6165,0,U,48485,999,22413,.72007E-4,.791E-5,0
STARLINK-2494,2021-040BM,2025-05-25T00:37:54.899040,15.06404939,.0001479,53.0562,57.4758,91.1835,268.9324,0,U,48487,999,22412,.7739E-4,.872E-5,0
STARLINK-2063,2021-041A,2025-05-24T22:29:12.206112,15.06402563,.0001387,53.0554,347.8795,94.4901,265.6246,0,U,48553,999,22168,.10596E-4,-.124E-5,0
STARLINK-2139,2021-041B,2025-05-24T23:22:20.543232,15.06428218,.0001106,53.0550,348.0203,74.8437,285.2675,0,U,48554,999,22208,.75446E-3,.10982E-3,0
STARLINK-2145,2021-041C,2025-05-24T23:20:57.637248,15.06396970,.0001413,53.0562,357.7178,89.6588,270.4563,0,U,48555,999,22199,.72019E-4,.791E-5,0
STARLINK-2151,2021-041D,2025-05-25T00:40:32.958336,15.06414277,.0001398,53.0552,357.4717,94.2700,265.8449,0,U,48556,999,22200,.16204E-3,.2134E-4,0
STARLINK-2155,2021-041E,2025-05-24T20:00:35.431488,15.06406628,.0001354,53.0551,348.3453,94.9958,265.1186,0,U,48557,999,22211,.19154E-3,.2573E-4,0
STARLINK-2166,2021-041F,2025-05-24T19:55:17.035392,15.06402852,.0001516,53.0565,348.3585,94.7834,265.3328,0,U,48558,999,22206,.97402E-4,.117E-4,0
STARLINK-2187,2021-041K,2025-05-25T01:45:35.571168,15.06404932,.0001324,53.0553,347.2650,89.2630,270.8511,0,U,48562,999,22210,.70873E-4,.775E-5,0
STARLINK-2188,2021-041L,2025-05-24T23:01:03.068256,15.06405077,.0001531,53.0561,347.7816,96.7331,263.3833,0,U,48563,999,22213,.83444E-4,.962E-5,0
STARLINK-2190,2021-041M,2025-05-24T22:50:26.479968,15.06400611,.0001592,53.0572,347.8147,88.0861,272.0311,0,U,48564,999,22168,.85093E-4,.986E-5,0
STARLINK-2191,2021-041N,2025-05-25T06:00:02.000160,15.71227450,.0005188,53.0395,283.5556,283.3930,226.3096,0,U,48565,999,22306,.15238E-2,.201019E-2,0
STARLINK-2214,2021-041P,2025-05-24T23:15:39.960864,15.06380952,.0001235,53.0554,357.7027,102.5920,257.5207,0,U,48566,999,22194,.41457E-3,.5896E-4,0
STARLINK-2217,2021-041R,2025-05-24T22:18:35.218656,15.06401923,.0001409,53.0550,347.9121,93.6838,266.4312,0,U,48568,999,22207,.82392E-4,.946E-5,0
STARLINK-2219,2021-041S,2025-05-24T19:44:39.609024,15.06404241,.0001357,53.0565,348.3910,93.4173,266.6971,0,U,48569,999,22166,.19485E-4,.9E-7,0
STARLINK-2220,2021-041T,2025-05-24T21:02:57.412032,15.06403002,.0001478,53.0562,358.1483,88.4664,271.6494,0,U,48570,999,22152,.78151E-4,.883E-5,0
STARLINK-2221,2021-041U,2025-05-24T21:13:33.791232,15.06404783,.0001396,53.0560,358.1161,89.4814,270.6335,0,U,48571,999,22153,.29157E-4,.153E-5,0
STARLINK-2222,2021-041V,2025-05-24T22:43:47.764704,15.06394074,.0001384,53.0550,357.8344,82.9187,277.1959,0,U,48572,999,22194,.96422E-4,.1155E-4,0
STARLINK-2224,2021-041W,2025-05-24T20:37:44.944608,15.06402957,.0001622,53.0553,348.2252,88.8989,271.2186,0,U,48573,999,22211,.13073E-3,.1666E-4,0
STARLINK-2225,2021-041X,2025-05-24T18:18:25.412832,15.06408481,.0001444,53.0550,318.7534,91.4062,268.7092,0,U,48574,999,22207,.16446E-3,.217E-4,0
STARLINK-2227,2021-041Y,2025-05-24T17:05:29.420448,15.06400183,.000106,53.0551,309.2082,88.0440,272.0670,0,U,48575,999,22221,.77005E-4,.866E-5,0
STARLINK-2228,2021-041Z,2025-05-25T04:14:50.614080,15.06420408,.0001659,53.0542,321.7986,70.7346,289.3822,0,U,48576,999,22252,.23021E-3,.3151E-4,0
STARLINK-2231,2021-041AA,2025-05-24T22:39:52.005888,15.06389789,.0001509,53.0573,348.1170,111.5613,248.5537,0,U,48577,999,22212,.30521E-3,.4266E-4,0
STARLINK-2232,2021-041AB,2025-05-24T22:45:13.389696,15.06399163,.0001229,53.0556,348.3410,86.3949,273.7180,0,U,48578,999,22212,.52236E-4,.497E-5,0
STARLINK-2234,2021-041AD,2025-05-24T20:59:37.956768,15.06404294,.0001422,53.0564,323.1679,87.5451,272.5701,0,U,48580,999,22202,.41775E-4,.341E-5,0
STARLINK-2235,2021-041AE,2025-05-25T04:00:16.341984,15.06395693,.0001251,53.0546,311.8568,95.1233,264.9899,0,U,48581,999,22266,.10421E-3,.1271E-4,0
STARLINK-2236,2021-041AF,2025-05-24T21:11:36.125664,15.06408881,.0001003,53.0561,313.2857,110.5149,249.5947,0,U,48582,999,22216,.33843E-5,-.231E-5,0
STARLINK-2237,2021-041AG,2025-05-25T00:29:57.339456,15.06405192,.0001456,53.0561,357.5053,98.2941,261.8213,0,U,48583,999,22200,.72995E-4,.806E-5,0
STARLINK-2238,2021-041AH,2025-05-24T20:41:43.584000,15.06405685,.0001453,53.0550,358.2124,90.9454,269.1701,0,U,48584,999,22192,.19364E-3,.2604E-4,0
STARLINK-2241,2021-041AK,2025-05-24T19:11:29.269248,15.06405294,.0001448,53.0549,358.4947,95.7397,264.3757,0,U,48586,999,22151,.12364E-3,.1561E-4,0
STARLINK-2245,2021-041AN,2025-05-24T23:27:35.896320,15.06406230,.000116,53.0546,347.6988,91.7312,268.3810,0,U,48589,999,22213,.26606E-3,.3684E-4,0
STARLINK-2249,2021-041AR,2025-05-24T19:00:55.130400,15.06404352,.0001361,53.0556,358.7643,87.5763,272.5382,0,U,48592,999,22151,.15149E-3,.1976E-4,0
STARLINK-2250,2021-041AS,2025-05-24T23:26:16.082592,15.06399414,.0001396,53.0569,357.7006,89.7853,270.3296,0,U,48593,999,22184,.54819E-4,.535E-5,0
STARLINK-2251,2021-041AT,2025-05-25T04:54:00.855648,15.06428989,.000111,53.0544,326.7672,76.5153,283.5960,0,U,48594,999,22245,.56322E-3,.8124E-4,0
STARLINK-2252,2021-041AU,2025-05-24T18:13:06.411072,15.06402531,.0001428,53.0559,358.6728,80.7901,279.3250,0,U,48595,999,22278,.76731E-4,.862E-5,0
STARLINK-2253,2021-041AV,2025-05-24T21:56:01.544928,15.06407613,.0001307,53.0553,357.9821,91.8268,268.2871,0,U,48596,999,22199,.20592E-3,.2788E-4,0
STARLINK-2255,2021-041AW,2025-05-24T18:55:34.056768,15.06404293,.0001373,53.0561,358.5451,94.2947,265.8199,0,U,48597,999,22278,.14347E-3,.1856E-4,0
STARLINK-2275,2021-041AZ,2025-05-24T23:56:57.245856,16.19640264,.0012119,53.0470,327.3749,291.1169,211.5415,0,U,48600,999,22322,.1218E-2,.238697E-1,.11809E-4
STARLINK-2713,2021-041BB,2025-05-24T22:02:00.279456,15.06403975,.0001332,53.0554,332.9691,89.0997,271.0144,0,U,48602,999,22314,.95456E-4,.1141E-4,0
STARLINK-2714,2021-041BC,2025-05-24T19:56:34.973376,15.06398342,.000137,53.0561,328.3552,85.9792,274.1353,0,U,48603,999,22321,.33805E-4,.222E-5,0
STARLINK-2757,2021-041BD,2025-05-25T00:45:52.917408,15.06397870,.0001443,53.0565,357.4525,91.5384,268.5770,0,U,48604,999,22282,.71515E-4,.784E-5,0
STARLINK-2739,2021-044B,2025-05-24T18:29:41.510976,15.06398458,.0000732,53.0543,333.6346,84.6751,275.4322,0,U,48639,999,22023,.12129E-3,.1526E-4,0
STARLINK-2736,2021-044C,2025-05-24T21:30:12.277152,15.06396927,.0001651,53.0574,333.3421,114.0127,246.1034,0,U,48640,999,22024,.23498E-4,.68E-6,0
STARLINK-2754,2021-044D,2025-05-24T23:23:37.075488,15.06399289,.0001295,53.0558,337.7076,91.3043,268.8094,0,U,48641,999,22109,.13395E-3,.1714E-4,0
STARLINK-2646,2021-044E,2025-05-24T22:09:17.768448,15.06401788,.0001542,53.0555,337.9507,94.2538,265.8627,0,U,48642,999,22018,.10047E-3,.1215E-4,0
STARLINK-2704,2021-044F,2025-05-24T23:16:56.125920,15.06410926,.0000507,53.0543,337.7192,100.6292,259.4754,0,U,48643,999,22109,.51473E-3,.7396E-4,0
STARLINK-2695,2021-044G,2025-05-24T21:37:27.035904,15.06401688,.0001274,53.0553,338.0392,84.9085,275.2049,0,U,48644,999,22018,.39184E-4,.302E-5,0
STARLINK-2732,2021-044J,2025-05-24T18:15:45.322272,15.06398854,.0001406,53.0553,338.6675,92.7101,267.4049,0,U,48646,999,22016,.10209E-3,.1239E-4,0
STARLINK-2521,2021-044L,2025-05-24T21:42:47.153952,15.06419591,.000125,53.0556,338.1870,90.1052,270.0081,0,U,48648,999,22018,.28881E-3,.4025E-4,0
STARLINK-2673,2021-044M,2025-05-24T18:05:07.675584,15.06411588,.0001355,53.0563,338.6981,111.2197,248.8937,0,U,48649,999,22015,.64443E-4,.679E-5,0
STARLINK-2672,2021-044N,2025-05-24T22:46:26.577408,15.06405838,.0001546,53.0557,337.8234,102.6145,257.5017,0,U,48650,999,22018,.56958E-4,.567E-5,0
STARLINK-2731,2021-044P,2025-05-24T22:41:08.401632,15.06404886,.0001408,53.0558,337.8406,96.4975,263.6174,0,U,48651,999,22018,.1873E-4,-.2E-7,0
STARLINK-2727,2021-044Q,2025-05-24T22:35:49.115616,15.06437131,.0001234,53.0548,337.8599,99.0322,261.0807,0,U,48652,999,22018,.64053E-3,.9281E-4,0
STARLINK-2720,2021-044R,2025-05-24T22:30:31.516128,15.06403702,.0001362,53.0552,337.8767,92.0245,268.0900,0,U,48653,999,22018,.10027E-3,.1213E-4,0
STARLINK-2651,2021-044S,2025-05-24T19:14:08.824128,15.06405295,.0001402,53.0558,338.4900,87.2429,272.8720,0,U,48654,999,22016,.6105E-4,.628E-5,0
STARLINK-2657,2021-044T,2025-05-24T22:19:55.066080,15.06401523,.0001398,53.0559,337.9112,91.5419,268.5730,0,U,48655,999,22018,.16645E-3,.2199E-4,0
STARLINK-2701,2021-044U,2025-05-24T22:14:36.546432,15.06401873,.0001284,53.0558,337.9252,89.3924,270.7212,0,U,48656,999,22018,.7967E-4,.906E-5,0
STARLINK-2734,2021-044V,2025-05-24T18:09:01.562976,15.06402538,.000152,53.0566,338.3317,85.6283,274.4879,0,U,48657,999,22016,-.24763E-5,-.318E-5,0
STARLINK-2647,2021-044W,2025-05-24T22:03:59.371488,15.06405606,.000127,53.0548,337.9541,87.2457,272.8677,0,U,48658,999,22018,.14709E-3,.191E-4,0
STARLINK-2717,2021-044X,2025-05-24T18:47:36.527424,15.06403542,.0001443,53.0566,338.5712,104.6655,255.4494,0,U,48659,999,22016,.94656E-4,.1129E-4,0
STARLINK-2726,2021-044AA,2025-05-24T18:38:19.380480,15.06402134,.000137,53.0554,328.6025,87.3720,272.7426,0,U,48662,999,22030,.10253E-3,.1246E-4,0
STARLINK-2667,2021-044AB,2025-05-24T18:33:00.321696,15.06405938,.0001315,53.0560,328.6187,89.8308,270.2831,0,U,48663,999,22030,.12852E-3,.1634E-4,0
STARLINK-2666,2021-044AE,2025-05-24T19:04:56.699616,15.06401221,.0001396,53.0562,328.9899,99.8874,260.2273,0,U,48666,999,22029,.10035E-3,.1214E-4,0
STARLINK-2735,2021-044AF,2025-05-24T19:57:56.263680,15.06397076,.0001513,53.0557,328.3516,82.8206,277.2955,0,U,48667,999,22115,.12412E-3,.1568E-4,0
STARLINK-2738,2021-044AG,2025-05-24T21:28:09.880320,15.06397957,.0001305,53.0554,328.0677,93.0391,267.0747,0,U,48668,999,22122,.12539E-3,.1587E-4,0
STARLINK-2707,2021-044AH,2025-05-24T21:22:51.596544,15.06407513,.0001359,53.0553,328.0855,88.1740,271.9404,0,U,48669,999,22031,.17162E-3,.2276E-4,0
STARLINK-2763,2021-044AJ,2025-05-24T21:17:32.873856,15.06407287,.0001333,53.0555,328.1022,95.0721,265.0420,0,U,48670,999,22031,.24989E-4,.91E-6,0
STARLINK-2745,2021-044AK,2025-05-24T21:54:45.721152,15.06403684,.0001283,53.0557,328.2961,91.6043,268.5093,0,U,48671,999,22115,.76573E-4,.859E-5,0
STARLINK-2705,2021-044AL,2025-05-25T05:04:37.191648,15.06415560,.0001312,53.0557,326.6459,106.2860,253.8273,0,U,48672,999,22126,-.18999E-3,-.3111E-4,0
STARLINK-2711,2021-044AM,2025-05-25T04:59:19.412448,15.06398760,.0001334,53.0556,326.6625,88.6296,271.4846,0,U,48673,999,22126,.25049E-4,.92E-6,0
STARLINK-2712,2021-044AN,2025-05-24T22:47:48.049152,15.06399848,.0001464,53.0565,327.9349,103.4032,256.7120,0,U,48674,999,22032,.41959E-4,.344E-5,0
STARLINK-2746,2021-044AQ,2025-05-25T04:43:24.076416,15.06402157,.000091,53.0551,326.7125,98.0602,262.0490,0,U,48676,999,22126,.29983E-4,.165E-5,0
STARLINK-2615,2021-044AS,2025-05-24T22:10:37.020576,15.06404376,.0001489,53.0558,327.9350,98.8898,261.2260,0,U,48678,999,22032,.99465E-4,.12E-4,0
STARLINK-2648,2021-044AT,2025-05-24T22:05:18.033504,15.06421636,.000121,53.0546,327.9552,95.9021,264.2105,0,U,48679,999,22032,.38116E-3,.5404E-4,0
STARLINK-2725,2021-044AV,2025-05-24T14:01:01.368768,15.06412349,.0001281,53.0545,299.7050,96.9885,263.1250,0,U,48681,999,22068,.30282E-4,.17E-5,0
STARLINK-2743,2021-044AW,2025-05-24T17:08:08.059488,15.06451522,.0001233,53.0556,289.0412,84.6891,275.4238,0,U,48682,999,22168,.14149E-2,.20886E-3,0
STARLINK-2756,2021-044AX,2025-05-24T16:04:26.967648,15.06288192,.0001877,53.0556,289.0915,81.8375,278.2827,0,U,48683,999,22168,.19352E-2,.28574E-3,0
STARLINK-2741,2021-044AY,2025-05-25T03:45:44.892576,15.06397404,.0001357,53.0563,302.2428,89.7733,270.3411,0,U,48684,999,22160,.57889E-4,.581E-5,0
STARLINK-2751,2021-044AZ,2025-05-24T18:33:00.501408,15.06406081,.0001294,53.0557,288.6625,92.4814,267.6323,0,U,48685,999,22170,.78118E-4,.883E-5,0
STARLINK-2629,2021-044BA,2025-05-24T16:48:52.376544,15.06428855,.0001737,53.0542,294.2201,93.5074,266.6113,0,U,48686,999,22167,.33985E-3,.4788E-4,0
STARLINK-2627,2021-044BB,2025-05-25T01:46:14.730240,15.06399850,.000117,53.0550,282.2636,89.2707,270.8416,0,U,48687,999,22181,.72683E-5,-.173E-5,0
STARLINK-2742,2021-044BC,2025-05-24T16:18:19.236384,15.06408096,.0001364,53.0549,284.0348,93.8206,266.2939,0,U,48688,999,22091,.24678E-4,.86E-6,0
STARLINK-2740,2021-044BE,2025-05-24T19:46:00.386112,15.06399665,.0001179,53.0557,298.3865,92.5048,267.6076,0,U,48690,999,22072,.2096E-3,.2842E-4,0
STARLINK-2750,2021-044BF,2025-05-24T17:31:18.529248,15.06399875,.0001445,53.0559,293.8037,90.2501,269.8654,0,U,48691,999,22078,-.19706E-4,-.575E-5,0
STARLINK-2752,2021-044BG,2025-05-24T17:10:05.550528,15.06401743,.0000968,53.0541,293.9976,114.8855,245.2235,0,U,48692,999,22078,.1524E-3,.199E-4,0
STARLINK-2618,2021-044BH,2025-05-24T17:21:18.865728,15.06408978,.0001276,53.0564,298.8390,76.6416,283.4715,0,U,48693,999,22155,-.50699E-4,-.1037E-4,0
STARLINK-2748,2021-044BJ,2025-05-24T19:46:37.544160,15.06402061,.0001293,53.0559,303.3738,99.3954,260.7181,0,U,48694,999,22065,.18847E-3,.2527E-4,0
STARLINK-2616,2021-044BK,2025-05-24T17:08:44.908224,15.06403250,.0001238,53.0555,303.9275,100.8552,259.2576,0,U,48695,999,22064,.50225E-5,-.207E-5,0
STARLINK-2753,2021-044BL,2025-05-24T18:30:22.171680,15.06401055,.0001341,53.0564,308.6746,81.7882,278.3259,0,U,48696,999,22058,.57934E-4,.582E-5,0
STARLINK-3004,2021-059B,2025-05-24T21:13:11.940672,15.01259891,.0002399,97.6600,270.4603,88.9609,271.1890,0,U,48880,999,21546,.17669E-3,.2211E-4,0
STARLINK-3005,2021-059C,2025-05-24T19:27:39.002976,15.01263813,.0002359,97.6593,270.3379,91.2906,268.8589,0,U,48881,999,21546,-.52185E-4,-.729E-5,0
STARLINK-3096,2021-082B,2025-05-25T00:32:27.173472,14.98325415,.0003292,69.9998,262.2751,271.9080,88.1702,0,U,49131,999,20372,.59694E-4,.619E-5,0
STARLINK-3090,2021-082C,2025-05-24T18:26:34.390176,14.98333135,.0003211,69.9992,302.8003,265.3647,94.7146,0,U,49132,999,20270,.26894E-4,.228E-5,0
STARLINK-3077,2021-082D,2025-05-24T18:50:37.450752,14.98328407,.0002868,69.9988,302.8845,269.9127,90.1704,0,U,49133,999,20270,.39627E-4,.38E-5,0
STARLINK-3078,2021-082E,2025-05-25T04:21:24.084864,14.98354405,.0003147,69.9988,301.8896,261.3620,98.7182,0,U,49134,999,20396,.18738E-3,.2145E-4,0
STARLINK-3073,2021-082F,2025-05-24T18:01:52.779648,14.98333147,.0003336,69.9994,262.9491,269.6811,90.3965,0,U,49135,999,20369,.77199E-4,.828E-5,0
STARLINK-3084,2021-082G,2025-05-25T01:57:00.478656,14.98244344,.0003793,69.9995,282.1307,277.2057,82.8671,0,U,49136,999,20325,-.96215E-3,-.1153E-3,0
STARLINK-3055,2021-082H,2025-05-24T17:50:12.136992,14.98330488,.0003302,69.9992,282.9865,268.7804,91.2977,0,U,49137,999,20319,.24783E-4,.203E-5,0
STARLINK-3058,2021-082J,2025-05-24T18:38:36.722688,14.98327524,.0003105,69.9991,302.9126,268.5738,91.5066,0,U,49138,999,20270,.81048E-4,.874E-5,0
