OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-30489,2023-151L,2025-05-24T22:57:02.634336,15.02534665,.000109,43.0042,107.4223,272.2946,87.7772,0,U,57974,999,9230,.11644E-4,-.46E-6,0
STARLINK-30503,2023-151M,2025-05-25T04:54:32.745888,15.02532444,.0001217,43.0033,106.6704,271.0063,89.0640,0,U,57975,999,9232,.57854E-4,.578E-5,0
STARLINK-30512,2023-151N,2025-05-25T04:09:47.381184,15.02532721,.0001377,43.0036,106.4115,299.2776,60.7928,0,U,57976,999,9222,.41395E-4,.356E-5,0
STARLINK-30509,2023-151P,2025-05-24T07:07:29.919648,15.02535038,.0001158,43.0030,124.6514,290.2505,69.8213,0,U,57977,999,9204,.54927E-4,.538E-5,0
STARLINK-30511,2023-151Q,2025-05-24T14:56:33.213696,15.02540899,.0001227,43.0037,122.7984,273.3162,86.7539,0,U,57978,999,9209,-.78931E-4,-.127E-4,0
STARLINK-30508,2023-151R,2025-05-24T10:04:34.255488,15.02546902,.0001202,43.0015,123.8506,281.0577,79.0130,0,U,57979,999,9206,.65234E-4,.678E-5,0
STARLINK-30504,2023-151S,2025-05-24T20:04:44.925312,15.25904785,.0001255,43.0033,63.1955,269.7461,90.3247,0,U,57980,999,9281,.39315E-4,.771E-5,0
STARLINK-30510,2023-151T,2025-05-24T22:45:34.990560,15.02537376,.0001402,43.0030,120.9384,271.4195,88.6486,0,U,57981,999,9208,.21157E-3,.2655E-4,0
STARLINK-30507,2023-151U,2025-05-24T22:40:48.317952,15.02534992,.000123,43.0034,120.9175,281.2976,78.7728,0,U,57982,999,9214,.7686E-5,-.1E-5,0
STARLINK-30515,2023-151V,2025-05-25T04:58:55.429536,15.02534566,.0001168,43.0030,119.4480,275.6820,84.3889,0,U,57983,999,9211,.29428E-4,.194E-5,0
STARLINK-30516,2023-151W,2025-05-24T22:31:12.802368,15.02537006,.0001327,43.0037,120.8678,277.6472,82.4219,0,U,57984,999,9214,.17268E-4,.3E-6,0
STARLINK-30519,2023-151X,2025-05-24T22:26:25.143072,15.02536442,.0001119,43.0039,120.8405,271.9724,88.0990,0,U,57985,999,9208,.65511E-4,.681E-5,0
STARLINK-30537,2023-153A,2025-05-25T04:27:49.365792,15.02537656,.0001546,43.0025,196.7696,275.4175,84.6491,0,U,57991,999,9116,.31349E-4,.22E-5,0
STARLINK-30534,2023-153B,2025-05-24T20:43:33.931488,15.02535133,.0001492,43.0029,198.6459,276.7257,83.3415,0,U,57992,999,9132,.36127E-4,.284E-5,0
STARLINK-30536,2023-153C,2025-05-24T12:20:57.171840,15.02534962,.0001476,43.0025,200.3334,274.8184,85.2489,0,U,57993,999,9137,.83355E-4,.922E-5,0
STARLINK-30538,2023-153D,2025-05-24T20:10:01.826688,15.02521176,.0001353,43.0032,198.4707,270.4184,89.6504,0,U,57994,999,9132,.216E-4,.88E-6,0
STARLINK-30517,2023-153E,2025-05-24T12:06:33.942528,15.02536813,.0001555,43.0022,200.2530,273.0582,87.0082,0,U,57995,999,9137,.60572E-4,.615E-5,0
STARLINK-30523,2023-153G,2025-05-25T04:13:25.038336,15.02548848,.0001323,43.0023,196.6971,272.8033,87.2658,0,U,57997,999,9148,.2372E-3,.3003E-4,0
STARLINK-30531,2023-153H,2025-05-24T20:57:46.880064,15.02536937,.0001539,43.0028,197.8682,271.4653,88.6013,0,U,57998,999,9143,.10534E-3,.122E-4,0
STARLINK-30552,2023-153J,2025-05-24T13:32:42.609984,15.02532545,.0001381,43.0014,199.8438,277.4487,82.6199,0,U,57999,999,9138,.63991E-4,.661E-5,0
STARLINK-30545,2023-153K,2025-05-24T19:50:49.303392,15.02535087,.000139,43.0021,198.3710,270.8241,89.2442,0,U,58000,999,9142,.23547E-4,.114E-5,0
STARLINK-30535,2023-153L,2025-05-24T14:58:50.644128,15.02533403,.0001593,43.0027,199.4291,271.7408,88.3252,0,U,58001,999,9139,.69017E-4,.729E-5,0
STARLINK-30540,2023-153M,2025-05-25T04:37:24.810528,15.02536869,.0001708,43.0025,196.7966,273.5849,86.4798,0,U,58002,999,9137,.68776E-4,.725E-5,0
STARLINK-30546,2023-153N,2025-05-24T13:18:19.308096,15.02527469,.0001328,43.0025,199.7658,273.2317,86.8374,0,U,58003,999,9138,-.92602E-4,-.1454E-4,0
STARLINK-30539,2023-153P,2025-05-24T11:37:47.893440,15.02534882,.0001307,43.0024,200.1026,257.4494,102.6202,0,U,58004,999,9137,.6856E-4,.723E-5,0
STARLINK-30530,2023-153Q,2025-05-24T21:02:33.817920,15.02535457,.0002004,43.0021,197.8846,257.7474,102.3144,0,U,58005,999,9143,-.86396E-4,-.1371E-4,0
STARLINK-30526,2023-153R,2025-05-24T08:36:49.862880,15.02540093,.0001391,43.0027,175.6887,273.8532,86.2151,0,U,58006,999,9164,-.18319E-4,-.451E-5,0
STARLINK-30527,2023-153S,2025-05-25T00:49:50.437056,15.27579570,.0001354,43.0021,28.5483,266.3401,93.7296,0,U,58007,999,9337,.35364E-4,.711E-5,0
STARLINK-30522,2023-153T,2025-05-24T12:01:46.526880,15.02532946,.0001452,43.0024,200.2202,272.1506,87.9170,0,U,58008,999,9137,.88718E-4,.995E-5,0
STARLINK-30486,2023-153U,2025-05-24T13:08:43.802880,15.02534735,.0001752,43.0025,199.7127,273.1447,86.9194,0,U,58009,999,9128,.10426E-3,.1205E-4,0
STARLINK-30520,2023-153V,2025-05-25T04:51:47.473920,15.02539081,.000183,43.0030,196.8736,288.7890,71.2754,0,U,58010,999,9137,.56528E-4,.56E-5,0
STARLINK-30497,2023-153W,2025-05-24T20:48:21.957984,15.02532238,.0001379,43.0018,198.6542,278.1231,81.9455,0,U,58011,999,9142,.10704E-3,.1242E-4,0
STARLINK-30525,2023-153X,2025-05-25T04:32:37.019040,15.02537317,.0001453,43.0024,196.7710,263.8565,96.2112,0,U,58012,999,9147,.56392E-4,.558E-5,0
STARLINK-30514,2023-156A,2025-05-24T20:00:19.618560,15.30181205,.0001151,53.1597,339.8872,95.3327,264.7805,0,U,58028,999,9209,.37214E-4,.743E-5,0
STARLINK-30518,2023-156B,2025-05-24T21:48:03.498048,15.30177681,.0001152,53.1596,339.6494,93.1971,266.9161,0,U,58029,999,9210,-.87561E-4,-.295E-4,0
STARLINK-30549,2023-156C,2025-05-24T19:17:54.247776,15.30185877,.0001108,53.1613,340.2300,119.3335,240.7776,0,U,58030,999,9175,.57966E-4,.1357E-4,0
STARLINK-30556,2023-156D,2025-05-24T21:17:37.165344,15.30192280,.000113,53.1603,349.8587,80.0105,280.1023,0,U,58031,999,9194,.27396E-4,.452E-5,0
STARLINK-30561,2023-156E,2025-05-24T22:35:07.155456,15.30188504,.0001266,53.1618,339.6635,89.0163,271.0983,0,U,58032,999,9210,-.99181E-5,-.653E-5,0
STARLINK-30562,2023-156F,2025-05-25T01:10:09.053760,15.04918685,.0001478,53.1607,60.2668,89.2679,270.8480,0,U,58033,999,9096,-.80468E-5,-.392E-5,0
STARLINK-30565,2023-156G,2025-05-24T13:13:50.090880,15.30192961,.0001044,53.1601,341.5016,75.2262,284.8854,0,U,58034,999,9204,.29931E-4,.527E-5,0
STARLINK-30438,2023-156H,2025-05-24T18:18:40.129344,15.30191609,.0000993,53.1600,340.1511,71.6213,288.4896,0,U,58035,999,9203,.10153E-4,-.58E-6,0
STARLINK-30437,2023-156J,2025-05-24T20:04:53.060736,15.30186156,.0001046,53.1598,339.8982,82.8627,277.2493,0,U,58036,999,9197,-.11625E-4,-.703E-5,0
STARLINK-30533,2023-156K,2025-05-25T04:10:35.632992,15.04919009,.0001594,53.1615,59.6153,89.1441,270.9732,0,U,58037,999,9098,-.64494E-4,-.12E-4,0
STARLINK-30560,2023-156L,2025-05-24T19:07:43.430016,15.39615678,.0001053,53.1614,338.2292,105.5631,254.5490,0,U,58038,999,9206,.16272E-4,.252E-5,0
STARLINK-30559,2023-156M,2025-05-24T04:36:10.552320,15.04926453,.0001612,53.1609,64.1610,92.5320,267.5854,0,U,58039,999,9083,.2598E-4,.95E-6,0
STARLINK-30555,2023-156N,2025-05-25T01:14:47.022432,15.04934111,.0001473,53.1628,60.2907,89.6704,270.4454,0,U,58040,999,9096,-.13221E-3,-.217E-4,0
STARLINK-30542,2023-156P,2025-05-24T18:12:37.749600,15.30194167,.0001207,53.1610,340.2919,79.3549,280.7588,0,U,58041,999,9207,.3336E-4,.629E-5,0
STARLINK-30563,2023-156Q,2025-05-24T19:44:19.465728,15.30196341,.0001036,53.1603,337.5248,86.1523,273.9596,0,U,58042,999,9212,.21645E-4,.282E-5,0
STARLINK-30564,2023-156R,2025-05-24T17:57:31.007520,15.30181526,.0001013,53.1590,340.5963,68.6256,291.4853,0,U,58043,999,9207,-.83248E-3,-.24918E-3,0
STARLINK-30547,2023-156S,2025-05-24T22:40:25.497984,15.04926365,.0001737,53.1609,60.2955,93.3337,266.7851,0,U,58044,999,9095,-.47487E-5,-.345E-5,0
STARLINK-30550,2023-156T,2025-05-25T01:12:33.972480,15.30191753,.0001281,53.1620,262.0558,101.0540,259.0605,0,U,58045,999,9317,.13041E-4,.27E-6,0
STARLINK-30548,2023-156U,2025-05-24T01:09:27.476352,15.04923807,.000148,53.1611,64.6895,91.3233,268.7927,0,U,58046,999,9076,.18116E-3,.2317E-4,0
STARLINK-30529,2023-156V,2025-05-24T12:04:59.578176,15.04919256,.0001552,53.1603,62.5476,89.6581,270.4586,0,U,58047,999,9083,.44832E-4,.364E-5,0
STARLINK-30554,2023-156W,2025-05-25T03:56:41.060832,15.04929319,.0001435,53.1604,59.5717,90.0857,270.0297,0,U,58048,999,9087,.28269E-4,.127E-5,0
STARLINK-30568,2023-158A,2025-05-25T01:55:52.007520,15.02538024,.0001355,43.0028,158.8451,274.9819,85.0868,0,U,58051,999,8994,.60793E-4,.618E-5,0
STARLINK-30575,2023-158B,2025-05-25T02:05:27.530880,15.02537156,.0001397,43.0026,158.8941,274.8492,85.2191,0,U,58052,999,9011,.6921E-4,.731E-5,0
STARLINK-30577,2023-158C,2025-05-25T01:51:05.311584,15.02545075,.0002046,43.0030,158.8014,275.9671,84.0938,0,U,58053,999,9010,.48853E-4,.456E-5,0
STARLINK-30566,2023-158D,2025-05-24T17:42:50.463648,15.02514120,.0001834,43.0018,160.5775,262.5650,97.4984,0,U,58054,999,9006,-.51627E-2,-.69222E-3,0
STARLINK-30544,2023-158E,2025-05-25T01:17:30.979392,15.02532939,.0001599,43.0030,158.6444,275.3503,84.7156,0,U,58055,999,9006,.48799E-4,.455E-5,0
STARLINK-30553,2023-158F,2025-05-24T17:33:15.284160,15.02534473,.0001446,43.0018,160.5259,283.1507,76.9174,0,U,58056,999,9006,.706E-4,.75E-5,0
STARLINK-30541,2023-158G,2025-05-24T12:50:52.459296,15.02535508,.0001234,43.0026,161.6350,322.5099,37.5657,0,U,58057,999,9002,.8174E-4,.901E-5,0
STARLINK-30573,2023-158H,2025-05-24T11:05:32.790912,15.02535573,.000121,43.0033,161.9468,293.1771,66.8944,0,U,58058,999,9002,.70456E-4,.748E-5,0
STARLINK-30582,2023-158J,2025-05-25T01:12:43.129152,15.02534376,.0001549,43.0032,158.6201,276.4614,83.6052,0,U,58059,999,9011,.42514E-4,.371E-5,0
STARLINK-30558,2023-158K,2025-05-24T18:11:36.547296,15.02536947,.0001208,43.0026,160.7107,277.0793,82.9912,0,U,58060,999,9006,.52991E-4,.512E-5,0
STARLINK-30579,2023-158L,2025-05-25T05:55:59.094336,15.02533488,.0001254,43.0032,132.2047,280.8522,79.2179,0,U,58061,999,9042,.19302E-4,.57E-6,0
STARLINK-30588,2023-158M,2025-05-24T07:30:07.200576,15.02534217,.0001542,43.0022,162.5419,280.1694,79.8974,0,U,58062,999,9000,.29863E-4,.2E-5,0
STARLINK-30585,2023-158N,2025-05-24T00:52:48.957600,15.02531383,.0001724,43.0027,163.9148,270.3920,89.6725,0,U,58063,999,8996,.51332E-4,.49E-5,0
STARLINK-30587,2023-158P,2025-05-24T09:10:38.539200,15.02548034,.0001221,43.0023,162.2086,270.5624,89.5078,0,U,58064,999,9001,.51228E-4,.489E-5,0
STARLINK-30576,2023-158Q,2025-05-25T01:46:18.863616,15.02517545,.0001252,43.0032,158.7983,271.8172,88.2527,0,U,58065,999,9000,-.13651E-3,-.2046E-4,0
STARLINK-30571,2023-158R,2025-05-24T08:41:53.856960,15.02538317,.0001713,43.0024,162.0570,294.8303,65.2361,0,U,58066,999,9001,.21508E-3,.2703E-4,0
STARLINK-30567,2023-158S,2025-05-25T02:07:03.323424,15.02539845,.0001502,43.0022,158.8860,275.4838,84.5833,0,U,58067,999,9011,-.46253E-4,-.828E-5,0
STARLINK-30569,2023-158T,2025-05-24T09:01:02.989056,15.02535342,.000137,43.0024,162.1558,277.5556,82.5131,0,U,58068,999,9001,.8613E-4,.96E-5,0
STARLINK-30480,2023-158U,2025-05-25T03:43:56.218656,15.27571823,.0001233,43.0022,74.3115,264.6538,95.4173,0,U,58069,999,9111,-.24246E-4,-.929E-5,0
STARLINK-30532,2023-158V,2025-05-24T18:30:37.198368,15.02536240,.0001374,43.0024,159.9619,280.7991,79.2697,0,U,58070,999,9007,.47444E-4,.437E-5,0
STARLINK-30513,2023-158W,2025-05-24T19:47:57.941088,15.27582470,.0001385,43.0024,302.5080,268.9979,91.0714,0,U,58071,999,9259,.46059E-4,.1006E-4,0
STARLINK-30506,2023-158X,2025-05-24T11:58:06.278592,15.02538393,.0001515,43.0047,161.3571,288.3303,71.7375,0,U,58072,999,9003,-.11453E-3,-.1751E-4,0
STARLINK-30604,2023-160A,2025-05-24T21:43:18.678720,15.02538311,.0001569,43.0026,209.7423,270.0515,90.0148,0,U,58075,999,8944,.99462E-4,.114E-4,0
STARLINK-30500,2023-160B,2025-05-24T13:58:53.410368,15.02533049,.0001373,43.0018,210.7565,270.0767,89.9918,0,U,58076,999,8943,.48829E-4,.456E-5,0
STARLINK-30613,2023-160C,2025-05-24T21:33:43.502688,15.02533194,.000136,43.0024,209.6900,272.2158,87.8528,0,U,58077,999,8948,.41392E-4,.356E-5,0
STARLINK-30597,2023-160D,2025-05-24T21:48:06.155712,15.02527229,.000136,43.0034,209.7488,265.4772,94.5915,0,U,58078,999,8947,-.31924E-4,-.635E-5,0
STARLINK-30598,2023-160E,2025-05-24T21:28:55.796736,15.02533366,.0001382,43.0019,209.6640,273.2391,86.8293,0,U,58079,999,8947,.37526E-4,.303E-5,0
STARLINK-30603,2023-160F,2025-05-25T05:22:49.996128,15.02500986,.0001036,43.0017,207.8318,277.1807,82.8918,0,U,58080,999,8949,-.30008E-3,-.4251E-4,0
STARLINK-30602,2023-160G,2025-05-24T12:37:32.595744,15.02533981,.0001478,43.0021,211.1817,263.5683,96.4991,0,U,58081,999,8942,.71013E-4,.756E-5,0
STARLINK-30610,2023-160H,2025-05-24T21:19:20.629344,15.02535691,.0001573,43.0026,209.6156,272.6463,87.4199,0,U,58082,999,8947,.12305E-3,.1459E-4,0
STARLINK-30551,2023-160J,2025-05-25T05:13:11.612928,15.02527080,.0001525,43.0024,207.7838,274.6219,85.4449,0,U,58083,999,8953,.81687E-4,.9E-5,0
STARLINK-30586,2023-160K,2025-05-24T21:09:45.182016,15.02531859,.000134,43.0025,209.5644,273.3041,86.7648,0,U,58084,999,8947,.2382E-4,.118E-5,0
STARLINK-30609,2023-160L,2025-05-24T21:04:57.571968,15.02540397,.0001581,43.0027,209.5378,270.4624,89.6037,0,U,58085,999,8947,-.66846E-4,-.1107E-4,0
STARLINK-30583,2023-160M,2025-05-24T16:12:58.522176,15.02535109,.0001556,43.0022,210.5958,273.1891,86.8774,0,U,58086,999,8944,.62203E-4,.637E-5,0
STARLINK-30557,2023-160N,2025-05-24T20:58:33.692448,15.02533667,.0001446,43.0021,209.4989,274.0622,86.0055,0,U,58087,999,8949,.22183E-4,.96E-6,0
STARLINK-30591,2023-160P,2025-05-24T20:50:33.864864,15.02537968,.0001867,43.0027,209.4634,281.4416,78.6217,0,U,58088,999,8947,.92911E-4,.1052E-4,0
STARLINK-30584,2023-160Q,2025-05-24T20:45:46.403424,15.02533990,.0001435,43.0022,209.4360,277.8811,82.1868,0,U,58089,999,8947,.71501E-4,.762E-5,0
STARLINK-30590,2023-160R,2025-05-24T20:55:21.935424,15.02533999,.0001478,43.0029,209.4879,271.2784,88.7889,0,U,58090,999,8949,.50225E-4,.475E-5,0
STARLINK-30608,2023-160S,2025-05-24T20:40:58.474560,15.02539141,.0001632,43.0024,209.4128,277.4742,82.5915,0,U,58091,999,8947,.11359E-3,.1331E-4,0
STARLINK-30615,2023-160T,2025-05-24T12:35:56.841216,15.02534751,.0001796,43.0020,211.1791,273.8406,86.2231,0,U,58092,999,8942,.85221E-4,.948E-5,0
STARLINK-30578,2023-160U,2025-05-25T05:37:09.709824,15.02535221,.0001415,43.0027,207.8942,282.0940,77.9744,0,U,58093,999,8949,.86081E-4,.959E-5,0
STARLINK-30574,2023-160V,2025-05-25T04:30:01.845504,15.02536324,.0001354,43.0018,207.5543,286.7329,73.3365,0,U,58094,999,8954,-.2154E-5,-.233E-5,0
STARLINK-30570,2023-160W,2025-05-24T14:03:41.020416,15.02534821,.00014,43.0031,210.7806,269.6567,90.4115,0,U,58095,999,8943,.12414E-3,.1474E-4,0
STARLINK-30581,2023-160X,2025-05-24T15:29:59.261856,15.02536503,.0001633,43.0025,211.2170,275.1590,84.9066,0,U,58096,999,8943,.90574E-4,.102E-4,0
STARLINK-30594,2023-161A,2025-05-24T03:49:42.396672,15.30186824,.0001163,53.1612,70.3447,90.9165,269.1969,0,U,58097,999,9009,-.51507E-4,-.1884E-4,0
STARLINK-30614,2023-161B,2025-05-25T01:41:53.493792,15.30188926,.000112,53.1607,66.0776,80.7448,279.3679,0,U,58098,999,9010,.10169E-4,-.58E-6,0
STARLINK-30607,2023-161C,2025-05-24T17:56:18.069504,15.30186501,.0001337,53.1614,57.6193,89.9429,270.1725,0,U,58099,999,9031,-.91734E-5,-.631E-5,0
STARLINK-30600,2023-161D,2025-05-25T01:55:34.004352,15.30173542,.0000703,53.1599,66.1253,52.2794,307.8271,0,U,58100,999,9010,-.87415E-4,-.2944E-4,0
STARLINK-30605,2023-161E,2025-05-24T19:19:36.034752,15.30190903,.0001251,53.1619,67.2657,84.6197,275.4946,0,U,58101,999,9019,-.44668E-5,-.491E-5,0
STARLINK-30592,2023-161F,2025-05-25T04:39:20.888064,15.30222651,.0001,53.1614,65.4239,73.6169,286.4942,0,U,58102,999,9012,-.19384E-3,-.6099E-4,0
STARLINK-30589,2023-161G,2025-05-25T04:03:00.234144,15.30189189,.0001323,53.1609,65.7781,88.5351,271.5802,0,U,58103,999,9011,-.68169E-5,-.561E-5,0
STARLINK-30617,2023-161H,2025-05-25T00:59:27.284928,15.30193652,.0001377,53.1611,66.4041,96.7752,263.3405,0,U,58104,999,9009,.5049E-4,.1136E-4,0
STARLINK-30616,2023-161J,2025-05-24T03:19:17.712480,15.39621365,.0001155,53.1598,58.6866,104.4393,255.6740,0,U,58105,999,9012,.42055E-4,.1283E-4,0
STARLINK-30612,2023-161K,2025-05-24T22:00:01.999584,15.39621900,.0001262,53.1591,55.0855,85.9302,244.6037,0,U,58106,999,9009,-.257E-3,-.10665E-3,0
STARLINK-30421,2023-161L,2025-05-25T01:01:16.868640,15.39623842,.000115,53.1594,54.3556,82.6114,277.5022,0,U,58107,999,9027,.17268E-4,.292E-5,0
STARLINK-30611,2023-161M,2025-05-25T06:00:02.000160,15.39585034,.000114,53.1590,53.4634,93.4489,283.8849,0,U,58108,999,9029,.13568E-2,.54195E-3,0
STARLINK-30606,2023-161N,2025-05-25T04:59:06.187200,15.30199344,.000115,53.1611,65.5067,83.9998,276.1134,0,U,58109,999,9012,.13322E-4,.35E-6,0
STARLINK-30596,2023-161P,2025-05-24T19:01:21.847008,15.30191474,.0001166,53.1600,67.1835,90.3214,269.7920,0,U,58110,999,9019,.78261E-5,-.127E-5,0
STARLINK-30595,2023-161Q,2025-05-25T03:43:18.077376,15.30186473,.0001312,53.1606,65.8888,99.4781,260.6368,0,U,58111,999,9011,-.37081E-4,-.1457E-4,0
STARLINK-30593,2023-161R,2025-05-25T03:38:44.154816,15.30192486,.0001284,53.1609,65.8683,94.6124,265.5024,0,U,58112,999,9022,.30237E-5,-.27E-5,0
STARLINK-30353,2023-161S,2025-05-25T03:52:24.694752,15.30188577,.0001131,53.1599,65.9292,102.5259,257.5868,0,U,58113,999,9011,-.31779E-5,-.453E-5,0
STARLINK-30572,2023-161T,2025-05-24T18:09:51.546240,15.30191100,.0001293,53.1612,67.6679,92.2226,267.8923,0,U,58114,999,9018,.39379E-6,-.347E-5,0
STARLINK-30580,2023-161U,2025-05-24T19:05:55.013568,15.30190765,.0001289,53.1601,67.1828,87.6670,272.4478,0,U,58115,999,9019,.34088E-4,.65E-5,0
STARLINK-30493,2023-161V,2025-05-24T02:43:00.181920,15.30188192,.0001356,53.1614,70.7649,92.3934,267.7222,0,U,58116,999,8995,.28329E-4,.48E-5,0
STARLINK-30601,2023-161W,2025-05-25T00:48:51.780096,15.30203232,.0001447,53.1616,66.5550,104.4805,255.6356,0,U,58117,999,9009,.93146E-4,.2401E-4,0
STARLINK-30795,2023-162A,2025-05-25T00:07:20.976960,15.02513874,.0001002,43.0054,261.7838,299.1346,60.9396,0,U,58118,999,8878,-.96118E-4,-.1501E-4,0
STARLINK-30765,2023-162B,2025-05-25T00:32:53.445984,15.02530517,.0001151,43.0028,261.8993,263.7893,96.2818,0,U,58119,999,8887,-.25869E-4,-.553E-5,0
STARLINK-30768,2023-162C,2025-05-24T19:15:20.055744,15.02535462,.0001124,43.0019,262.8428,265.3660,94.7054,0,U,58120,999,8884,.18661E-4,.49E-6,0
STARLINK-30799,2023-162D,2025-05-25T00:31:17.262048,15.02533867,.0001286,43.0030,261.8906,271.7684,88.3011,0,U,58121,999,8765,.38374E-4,.315E-5,0
STARLINK-30759,2023-162E,2025-05-24T19:12:09.144576,15.02509716,.0001469,43.0026,262.8264,276.7979,83.2696,0,U,58122,999,8885,.29814E-3,.3823E-4,0
STARLINK-30781,2023-162F,2025-05-24T19:10:32.579616,15.02531715,.0001526,43.0016,262.8155,259.8767,100.1903,0,U,58123,999,8884,.6451E-4,.668E-5,0
STARLINK-30754,2023-162G,2025-05-24T19:39:19.027008,15.02524921,.0001028,43.0021,262.9471,262.7415,97.3311,0,U,58124,999,8305,-.61858E-4,-.1039E-4,0
STARLINK-30766,2023-162H,2025-05-24T19:05:44.926368,15.02536781,.0001635,43.0048,262.7903,282.0948,77.9711,0,U,58125,999,8884,.27539E-4,.168E-5,0
STARLINK-30767,2023-162J,2025-05-24T17:25:13.611072,15.02536543,.0000551,43.0040,263.1266,314.8897,45.1900,0,U,58126,999,8883,.32678E-4,.238E-5,0
STARLINK-30790,2023-162K,2025-05-25T01:19:05.067264,15.02556694,.0001462,43.0021,261.2924,263.2419,96.8257,0,U,58127,999,8888,-.54495E-3,-.7561E-4,0
STARLINK-30787,2023-162L,2025-05-25T01:14:14.076384,15.02572927,.0001478,43.0033,261.2687,268.8372,91.2301,0,U,58128,999,8888,.51884E-3,.6819E-4,0
STARLINK-30756,2023-162M,2025-05-25T00:21:42.223392,15.02522978,.0001471,43.0029,261.8376,271.5617,88.5057,0,U,58129,999,8886,.2247E-3,.2832E-4,0
STARLINK-30783,2023-162N,2025-05-24T17:10:50.209824,15.02534953,.0001819,43.0020,263.0463,260.9199,99.1438,0,U,58130,999,8883,.49382E-4,.463E-5,0
STARLINK-30757,2023-162P,2025-05-25T01:04:41.037888,15.02537240,.0001487,43.0021,261.2168,270.9651,89.1021,0,U,58131,999,8884,.96669E-4,.1102E-4,0
STARLINK-30770,2023-162Q,2025-05-25T00:16:53.950656,15.02528052,.0001388,43.0025,261.8111,270.2364,89.8320,0,U,58132,999,8887,.90004E-4,.1012E-4,0
STARLINK-30758,2023-162R,2025-05-24T17:04:26.711328,15.02531935,.0001303,43.0034,263.0205,270.8407,89.2286,0,U,58133,999,8883,.53952E-4,.525E-5,0
STARLINK-30761,2023-162S,2025-05-25T00:12:06.457248,15.02532380,.0001211,43.0033,261.7900,273.3837,86.6867,0,U,58134,999,8887,.19947E-4,.66E-6,0
STARLINK-30772,2023-162T,2025-05-25T01:00:03.568608,15.02532587,.0001627,43.0034,262.0380,268.2371,91.8285,0,U,58135,999,8878,.15382E-4,.4E-7,0
STARLINK-30776,2023-162U,2025-05-24T16:56:36.549312,15.02539793,.0001555,43.0030,263.8017,270.0829,89.9835,0,U,58136,999,8882,.64773E-4,.671E-5,0
STARLINK-30782,2023-162V,2025-05-24T18:27:33.307200,15.02531478,.0001465,43.0032,263.4325,267.8786,92.1888,0,U,58137,999,8883,.44998E-4,.404E-5,0
STARLINK-30769,2023-162W,2025-05-25T00:40:50.675520,15.02554022,.0001504,43.0028,261.9377,267.2996,92.7674,0,U,58138,999,8766,.26964E-3,.3442E-4,0
STARLINK-30775,2023-162X,2025-05-24T19:58:29.051616,15.02531667,.0001219,43.0028,263.0466,274.9823,85.0880,0,U,58139,999,8884,.10538E-3,.122E-4,0
STARLINK-30780,2023-162Y,2025-05-25T00:36:05.227200,15.02544347,.0000836,43.0027,261.9130,289.4631,70.6121,0,U,58140,999,8766,.39243E-5,-.15E-5,0
STARLINK-30802,2023-166A,2025-05-24T22:12:12.667968,15.30187279,.0001272,53.1589,121.2017,89.8749,270.2398,0,U,58150,999,8896,-.76771E-5,-.586E-5,0
STARLINK-30834,2023-166B,2025-05-24T22:18:14.066208,15.30182148,.0001204,53.1601,121.0236,82.8260,277.2877,0,U,58151,999,8896,-.44282E-4,-.167E-4,0
STARLINK-30833,2023-166C,2025-05-24T22:09:10.068480,15.30189553,.0001496,53.1610,121.1838,105.3724,254.7442,0,U,58152,999,8896,.15588E-4,.102E-5,0
STARLINK-30831,2023-166D,2025-05-24T07:38:22.587072,15.30188515,.0001209,53.1596,123.8302,95.6809,264.4329,0,U,58153,999,8887,.33251E-4,.625E-5,0
STARLINK-30797,2023-166E,2025-05-24T08:16:18.727680,15.30192557,.0001255,53.1594,123.7674,81.6516,278.4627,0,U,58154,999,8872,.32874E-4,.614E-5,0
STARLINK-30804,2023-166F,2025-05-24T07:53:34.266048,15.30189776,.000138,53.1605,123.8914,90.6556,269.4603,0,U,58155,999,8887,.91527E-5,-.88E-6,0
STARLINK-30784,2023-166G,2025-05-25T04:29:56.430816,15.30189171,.0001289,53.1596,119.9991,87.7355,272.3793,0,U,58156,999,8884,.15332E-4,.95E-6,0
STARLINK-30803,2023-166H,2025-05-24T15:24:04.768704,15.30192839,.0001184,53.1597,122.2766,90.6603,269.4533,0,U,58157,999,8877,-.14194E-4,-.779E-5,0
STARLINK-30829,2023-166J,2025-05-24T15:48:23.973984,15.30187342,.0001328,53.1601,122.3938,88.1694,271.9459,0,U,58158,999,8892,-.35086E-5,-.463E-5,0
STARLINK-30788,2023-166K,2025-05-24T07:49:00.958656,15.30189461,.0001364,53.1600,123.8737,93.9666,266.1490,0,U,58159,999,8872,.1104E-4,-.32E-6,0
STARLINK-30779,2023-166L,2025-05-24T07:42:56.257344,15.30186692,.0001237,53.1600,123.8477,89.8299,270.2844,0,U,58160,999,8887,.15164E-4,.9E-6,0
