h3_index,lat,lon
8226effffffffff,35.95929258572616,-95.09149994609095
822707fffffffff,50.91056713716242,-95.71486669427354
822717fffffffff,50.82552624928457,-100.41488046198545
82271ffffffffff,48.348381423647965,-97.83451090419042
822747fffffffff,45.41338150643046,-87.0371077368131
82274ffffffffff,42.75717328609064,-85.4075147586123
822757fffffffff,45.7096862518134,-91.28524181601237
82275ffffffffff,43.121506656014084,-89.41999684758623
82276ffffffffff,44.958625481534334,-82.8219595586904
822787fffffffff,47.92640623270442,-106.43591516848082
822797fffffffff,47.49876471094546,-110.49162857952757
82279ffffffffff,45.39006166663357,-107.90242775314782
8227a7fffffffff,50.56074154890656,-104.97843501087077
822817fffffffff,40.980161812844734,-121.11364050137063
822837fffffffff,38.19320895493079,-122.19619675659699
822897fffffffff,44.967408807426565,-112.00444545185843
82289ffffffffff,46.990233783862905,-114.66252947516786
8228b7fffffffff,42.33666554385388,-113.43090118627212
8228c7fffffffff,47.257314125768396,-125.4403707347208
8228d7fffffffff,48.13460854311587,-121.51447953986056
8228dffffffffff,49.7943356835027,-124.36984976617426
8228f7fffffffff,45.54583807420864,-122.66856544698358
82298ffffffffff,38.960281503150064,-118.54384570484692
82299ffffffffff,39.61762773482975,-114.77656097564903
8229a7fffffffff,33.969092351434384,-117.24645368593889
8229affffffffff,36.135809638227755,-119.68898706368451
8229b7fffffffff,34.58091106126138,-113.62833211068364
822a17fffffffff,40.85841614742273,-73.7819279919521
822a37fffffffff,42.7272079019614,-70.79105885228907
822a87fffffffff,39.61149810217661,-80.20788131368657
822a8ffffffffff,37.04603720162348,-79.10294665622523
822a9ffffffffff,37.60826956056627,-82.64146141121789
822aa7fffffffff,41.61652473444056,-77.55439223668357
822aaffffffffff,38.957863262978336,-76.54827312860304
822ab7fffffffff,42.25308807904729,-81.44021361972125
822b07fffffffff,46.277882193458446,-64.09959347482662
822b0ffffffffff,43.4273426382016,-63.82783601389026
822b17fffffffff,47.4242926887901,-68.1016604750261
822b1ffffffffff,44.5416896950572,-67.56555105190573
822b2ffffffffff,45.026905031663965,-60.35206927308747
822b87fffffffff,46.42292595528781,-75.65867675903708
822b8ffffffffff,43.60285285822237,-74.66281488481332
822b9ffffffffff,44.35152529138976,-78.68403671858182
822baffffffffff,45.547264381171715,-71.51644119802236
822c0ffffffffff,40.848162767043966,47.49095561937984
822c2ffffffffff,42.538712122799794,44.31991729048769
822db7fffffffff,32.33089582419168,34.9954410558007
822e2ffffffffff,37.16086534140228,141.659652169662
822e67fffffffff,34.98301325344664,136.72644305922185
822e77fffffffff,37.345989525318,138.3712874624389
822f5ffffffffff,34.79826608770677,139.84603266205656
82384ffffffffff,34.13854284336975,12.036653523088562
823907fffffffff,39.59507346074165,-6.686135671848979
82390ffffffffff,39.190455174479716,-3.026195259755231
823917fffffffff,37.148230884895355,-8.826950783346733
82392ffffffffff,41.94805971189154,-4.441545594395172
823977fffffffff,41.442223048947326,-0.7520267421176312
823f2ffffffffff,37.350194333651665,21.258358589534968
823f37fffffffff,36.27016862623828,14.739431641403895
823f77fffffffff,36.24262636885188,24.855403994949334
824387fffffffff,22.526911947862228,56.2809745032556
82438ffffffffff,23.142211889876897,59.14515422586589
8243affffffffff,25.035694815785348,56.86668672359358
824417fffffffff,25.333379283266076,-82.19889462315638
82441ffffffffff,27.908963998357667,-83.52020346646265
82444ffffffffff,33.377731558125824,-93.22077679851003
82445ffffffffff,33.29463932743737,-89.76947964665412
82446ffffffffff,30.774742328088976,-94.87633387332583
8244a7fffffffff,25.14735284470819,-79.36194863078742
8244affffffffff,27.694316575542288,-80.5638424125398
8244c7fffffffff,32.872502320981944,-83.2131949442848
8244cffffffffff,35.47459053106758,-84.67472088785522
8244dffffffffff,35.140969455851305,-81.46029140839987
8244effffffffff,33.122924366825686,-86.42816460248274
8244f7fffffffff,30.274030602537128,-81.8453376905971
824527fffffffff,15.364306928878745,-88.40828392429349
824537fffffffff,15.462342525107037,-85.56891212195615
824597fffffffff,20.200256567916835,-77.17256137174476
82459ffffffffff,22.645694881257484,-78.2334281628387
82489ffffffffff,30.6872150982963,-98.36898403809779
8248cffffffffff,35.087058536064504,-109.94019007409526
8248effffffffff,32.24650104543629,-111.2931687333593
824987fffffffff,19.804141549076668,-100.93336342336237
824997fffffffff,20.047426368680036,-97.69355325884024
8249b7fffffffff,17.293389151461007,-99.12346288238514
824c8ffffffffff,20.060952441335758,-71.90762877099245
824c9ffffffffff,20.055072134333702,-74.67611719219558
824cc7fffffffff,17.98904679477415,-67.58143003403522
824cd7fffffffff,18.024088634843356,-70.27077203349323
824cf7fffffffff,20.024969891598587,-69.19801284129028
8252c7fffffffff,12.272335321843974,45.83978925228015
8252d7fffffffff,10.762532705654596,43.45280013875868
8252e7fffffffff,14.980294454912528,45.95850488922445
8252f7fffffffff,13.468294544162482,43.51169053799411
82536ffffffffff,26.150208232111908,51.60094191309778
82541ffffffffff,14.278199432585987,-14.920428744174176
8254affffffffff,14.141544876140044,-17.88490709344878
8254c7fffffffff,9.73629597249517,-14.994110429179171
8254cffffffffff,7.658990248010671,-13.665054866335035
8254effffffffff,9.871311613842433,-12.212417298176778
8254f7fffffffff,11.898924651163385,-16.399108443804703
825817fffffffff,12.233966758392114,4.417011529175499
825837fffffffff,14.93601797171865,3.5394609424619934
825847fffffffff,14.271977453842469,14.275270773735835
82584ffffffffff,13.302983382500011,17.204319850267524
82585ffffffffff,11.444084894103467,14.946127268217527
825887fffffffff,7.828603504569645,3.4335589191255536
82588ffffffffff,6.993474616886772,6.069842357895821
825897fffffffff,6.1434749187051745,1.701039353940997
82589ffffffffff,5.3216028397667525,4.257700371211154
8258d7fffffffff,6.131432530054787,8.734321800361093
8258f7fffffffff,8.731030644873298,7.975181604483857
82598ffffffffff,13.023567414076355,1.688133193752432
8259affffffffff,15.689931449923801,0.7638316995830612
825d17fffffffff,20.0759383160277,-155.7282498602803
825f0ffffffffff,6.05834467892253,-57.60178463384118
825f17fffffffff,4.392913145857254,-52.87217481951566
825f4ffffffffff,9.625970169911962,-63.75713430130758
825f57fffffffff,8.201314938599047,-59.36620613933459
825f5ffffffffff,10.261091849522485,-61.0861957882247
825f77fffffffff,5.481219136135659,-60.39855897783088
826107fffffffff,5.46625216734198,80.52164936507151
826117fffffffff,8.005842805111273,82.06645449775228
82611ffffffffff,8.117906837218804,79.1330653896963
826507fffffffff,4.029568653926866,101.94529958422139
826527fffffffff,1.2687649237412733,103.22171404293539
82652ffffffffff,1.5035630630747858,100.17078617591228
826617fffffffff,8.834808810514392,-77.76225308925844
8266a7fffffffff,8.661515581046206,-80.7277450395157
8266d7fffffffff,1.2229115065502771,-78.5401595994371
8266dffffffffff,-1.2687649237412733,-76.77828595706463
826727fffffffff,18.0214704844554,-73.02607836581905
826747fffffffff,11.537128367836495,-68.05374849152643
82674ffffffffff,9.279159223636087,-66.39811938998994
82675ffffffffff,9.204390386599325,-69.13904630447587
826947fffffffff,15.073207032530537,119.62771176090519
82694ffffffffff,14.798786575281557,122.51248242861351
82695ffffffffff,12.426083337367915,120.69206261586756
826a57fffffffff,5.40075568756831,31.660210798254067
826adffffffffff,-2.1611873579333283,30.171213494331464
826ae7fffffffff,3.663805754707638,29.31709393981811
826aeffffffffff,2.578521783860986,32.10592303175663
826b47fffffffff,13.734784068213132,30.70338428725634
826b67fffffffff,16.658710115984597,30.421875088676735
826b6ffffffffff,15.469672317462551,33.239155371716336
826d2ffffffffff,15.225535960073875,-91.33436831043265
826d67fffffffff,12.96614046475814,-87.04347758631735
826d77fffffffff,12.810542035980543,-89.87222601005038
82750ffffffffff,5.316428683523552,-2.372115068160858
82752ffffffffff,6.937179442583773,-0.8123207170670683
827587fffffffff,5.819574098286871,-9.797897050978557
8275b7fffffffff,7.79960848698276,-10.970951621319209
827a47fffffffff,0.38021247682877307,37.701890457928386
827a67fffffffff,-2.541199108296409,38.219785180904324
827a6ffffffffff,-1.4350980550741554,35.393499008507675
827fa7fffffffff,-6.937179442583779,179.18767928293292
828017fffffffff,-3.992724455643746,-38.937120646957666
8282dffffffffff,4.475785078561928,6.8483834069582015
828a47fffffffff,-3.2459396095125412,-69.0753211001189
828a67fffffffff,-5.978831346831695,-70.23417924337305
828a6ffffffffff,-3.5114505094125588,-72.00490499377511
828a8ffffffffff,-1.7833269908962295,-57.91775912426594
828aaffffffffff,-4.579104748271596,-58.975781444238926
828af7fffffffff,-2.2589471064453,-60.73669130998753
828e67fffffffff,-11.895001355923931,-75.73378605808004
828f2ffffffffff,-1.5035630630747858,-79.82921382408773
829427fffffffff,-8.80347266279222,123.4487617512125
82942ffffffffff,-9.396793177681053,126.33301132805592
8294c7fffffffff,-17.348067006947097,129.52028654572894
8294e7fffffffff,-14.7660129985753,128.45940014481712
8294effffffffff,-15.337549114281245,131.41072481284203
8294f7fffffffff,-16.752948028477743,126.60734610930126
829607fffffffff,-13.233127456694573,29.0200594961434
829627fffffffff,-16.326192510096288,29.46876849497566
82962ffffffffff,-15.139819764805889,26.46827561121447
829637fffffffff,-14.388987467918394,32.00811573785606
82968ffffffffff,-5.169906300037011,30.613853735496157
8296d7fffffffff,-4.022621706445688,27.740038284507193
82970ffffffffff,-19.40001390415963,29.92912263612395
82971ffffffffff,-17.466357380294628,32.49616499414816
829727fffffffff,-23.519003724824913,33.50945366236944
829767fffffffff,-23.109136730395363,24.668202336734478
82978ffffffffff,-12.43100901348239,34.49616433310605
8297affffffffff,-15.500472261569703,35.00881272708145
829a5ffffffffff,-8.632283101133421,-179.1640320581536
829b47fffffffff,-18.3854780458806,179.80304065855913
829b4ffffffffff,-16.3897361711339,178.04355938238234
829d0ffffffffff,-20.333911460834884,147.45537691526772
829d27fffffffff,-23.43307331557428,151.92988010218784
829d2ffffffffff,-23.071988075921773,148.63176911992733
829edffffffffff,-9.391835539000033,159.34314235283088
82a207fffffffff,-20.143053033363792,49.642952313374735
82a227fffffffff,-17.310335362524448,48.998666026994606
82a237fffffffff,-19.35159704427354,46.81503092590904
82a737fffffffff,-30.642527954004247,117.14316829654388
82a787fffffffff,-23.853843797075708,119.14385161828933
82a78ffffffffff,-23.015414556302986,116.9419383748511
82a797fffffffff,-22.144885938330713,121.27344147596042
82a79ffffffffff,-21.437455655891796,118.57832742533309
82a7b7fffffffff,-24.700237448330583,121.48667329990096
82a887fffffffff,-20.632521701814934,-42.3491473419985
82a8a7fffffffff,-23.296114554086536,-43.463586669103826
82b2c7fffffffff,-33.92714008790367,-71.48852365809385
82b2cffffffffff,-35.78702156769971,-69.53014513510907
82b2e7fffffffff,-31.4463452214819,-70.19106383517861
82b2effffffffff,-33.36533614097963,-68.26151646507734
82b837fffffffff,-30.856301930243735,133.02806376206848
82b847fffffffff,-30.009628517830155,121.96013889165444
82b84ffffffffff,-29.025207359057806,119.43514032043815
82b867fffffffff,-32.74476072837582,122.22393909119343
82b86ffffffffff,-31.694881854422988,119.59695422360603
82b917fffffffff,-34.56334527496939,137.13295994615683
82b91ffffffffff,-33.74685860896289,133.76180644172334
82b9a7fffffffff,-32.37405997959278,139.62215186704765
82b9affffffffff,-31.64705114808177,136.25258625417717
82bb2ffffffffff,-41.94805971189154,175.55845440560486
82bb57fffffffff,-36.8411429316858,174.79205538579814
82bc8ffffffffff,-26.461300391401522,34.03548314845019
82bcc7fffffffff,-27.251986769615485,28.211348771746337
82bccffffffffff,-26.08955080637568,25.075740361167227
82bcd7fffffffff,-25.419818800681355,30.886370766851076
82bcdffffffffff,-24.299416862448492,27.757889869254857
82bcf7fffffffff,-28.334324657894598,31.38410360850663
82be0ffffffffff,-34.0406050147533,150.42857737968973
82be1ffffffffff,-31.540467309897167,152.65359431036654
82be47fffffffff,-35.949588783593626,144.31113485435665
82be4ffffffffff,-35.30254769784139,140.65536239379432
82be57fffffffff,-33.5827866533926,146.7322998014667
82be67fffffffff,-38.871441557739615,145.59550498537843
82be6ffffffffff,-38.2383090547975,141.77273146480064
82be77fffffffff,-36.49104191066578,148.076728753223
82be8ffffffffff,-26.208827773555257,153.29855665053307
82bec7fffffffff,-28.28494243768592,147.73734622454813
82bed7fffffffff,-25.8635235563817,149.8857691335773
82bee7fffffffff,-31.157048654613416,149.03611362318546
82bef7fffffffff,-28.69235739221934,151.2239901742877
82bf4ffffffffff,-41.76959829076859,146.98554981744795
82c21ffffffffff,-37.27815784742162,-56.56987229847652
82c2c7fffffffff,-33.36210065995606,-57.36586983580444
82c2d7fffffffff,-33.3102737836627,-54.304796747731835
82c2e7fffffffff,-35.34588716322941,-58.48205390487936
82c2effffffffff,-33.748249580282966,-60.2960129955323
82c2f7fffffffff,-35.34905942827804,-55.43784450114287
82c997fffffffff,-32.98726493521517,116.98777517780607
82da87fffffffff,-45.067774928272016,169.9485324614488
82da97fffffffff,-42.3437034774866,171.7044789078821
