h3Index,lat,lon,parent_data_points,client_server_distance_km
82081ffffffffff,64.635295,15.271851,0.0,607.6901135112819
82082ffffffffff,66.623403,12.088078,0.0,864.5380466711595
820837fffffffff,63.452797,6.880273,0.0,502.22532798670323
820887fffffffff,60.191218,18.25853,2714.0,96.71689483647621
82088ffffffffff,61.965452,21.820056,0.0,260.60380329541846
82089ffffffffff,59.456967,23.22313,500.0,124.44251963909903
8208a7fffffffff,60.722811,13.207957,0.0,310.65335880311903
8208affffffffff,62.31848,17.199441,0.0,335.78997453924393
8208b7fffffffff,58.560335,14.388555,0.0,226.90546081388294
8208c7fffffffff,66.469659,23.789852,0.0,702.710604583263
8208cffffffffff,68.478878,28.104457,0.0,936.0232391232589
8208d7fffffffff,63.987887,25.269327,0.0,424.79068453540486
8208dffffffffff,65.961468,29.346889,0.0,680.7140307873851
8208e7fffffffff,66.763651,18.326764,0.0,802.2478003792191
8208effffffffff,68.702285,21.002563,0.0,966.7765515999287
8208f7fffffffff,64.404827,20.204288,0.0,530.2894331198967
82095ffffffffff,68.628976,14.004246,0.0,1052.4214946425138
820987fffffffff,59.604145,4.836943,0.0,86.90380938474527
82098ffffffffff,61.052963,8.148478,0.0,267.71241046645434
82099ffffffffff,58.975663,9.519747,11883.0,217.1002550323962
820c07fffffffff,64.41806,-158.917485,0.0,2694.986090104061
820c0ffffffffff,62.23663,-155.455085,0.0,2445.75713036543
820c17fffffffff,63.833794,-165.424352,0.0,2977.6972447200233
820c1ffffffffff,61.808224,-161.427805,0.0,2729.6334092493807
820c27fffffffff,67.022391,-155.82338,0.0,2695.354756752428
820c2ffffffffff,64.701548,-152.323225,0.0,2426.3266152402025
820c37fffffffff,66.57913,-163.126395,0.0,2962.3888780546163
820c47fffffffff,60.148814,-147.147137,0.0,1944.9180640568932
820c57fffffffff,60.070275,-152.57643,0.0,2216.9803341010847
820c67fffffffff,62.315122,-143.643524,0.0,1922.2515883148808
820c6ffffffffff,60.011493,-141.865515,0.0,1688.8711707268005
820c77fffffffff,62.401713,-149.484713,5264.0,2175.3855604276537
820caffffffffff,61.11663,-167.275743,0.0,3023.845447510804
820cc7fffffffff,57.304816,-160.251608,0.0,2588.8391238984073
820cdffffffffff,54.884488,-162.11638,0.0,2701.7375771720685
820ce7fffffffff,59.762304,-158.059787,0.0,2501.5573348234184
820ceffffffffff,57.727913,-155.201411,0.0,2295.5839181887354
820cf7fffffffff,59.220044,-163.497905,0.0,2795.785316066194
820d0ffffffffff,69.585315,-151.941289,0.0,2732.395426563158
820d1ffffffffff,69.325989,-160.209095,0.0,2980.2774042038004
820d47fffffffff,66.899686,-141.423154,0.0,2219.226413356393
820d4ffffffffff,64.408618,-139.547294,0.0,1946.948308530599
820d57fffffffff,67.123127,-148.511958,0.0,2446.2530530433073
820d5ffffffffff,64.691216,-145.813429,0.0,2175.514522073186
820d67fffffffff,68.978063,-136.149533,0.0,2305.0828023187823
820d6ffffffffff,66.387792,-134.748454,0.0,2018.8051721174572
820d77fffffffff,69.457202,-143.820834,0.0,2505.985332070808
820d8ffffffffff,65.795792,-170.191536,0.0,3243.5962240994572
820e07fffffffff,60.432795,-77.207057,0.0,1676.6826054434025
820e0ffffffffff,57.410645,-75.677764,0.0,1331.3418007816765
820e27fffffffff,62.572547,-72.434181,0.0,1891.1285125597144
820e2ffffffffff,59.503679,-71.246227,0.0,1547.3624627030536
820e37fffffffff,63.43384,-79.048932,0.0,1854.9601664679928
820e47fffffffff,53.386654,-69.427201,0.0,872.7103565800694
820e4ffffffffff,50.377492,-68.716097,0.0,554.8506443458476
820e57fffffffff,54.390787,-74.389424,0.0,989.3761762102221
820e5ffffffffff,51.394563,-73.290294,0.0,654.7605894506153
820e67fffffffff,55.247282,-65.185734,0.0,1013.8994897947674
820e6ffffffffff,52.201761,-64.768182,0.0,674.8377135709225
820e77fffffffff,56.434956,-70.259451,0.0,1206.5091877176003
820e87fffffffff,58.80825,-93.173997,0.0,1024.6891764469
820e8ffffffffff,56.071396,-90.487408,0.0,818.9690681082684
820e97fffffffff,58.73277,-99.039367,0.0,991.4243348467102
820e9ffffffffff,56.146418,-95.966791,0.0,700.7337193429113
820eb7fffffffff,61.472152,-96.305133,0.0,1289.5508725834386
820ec7fffffffff,52.869702,-83.076818,0.0,1029.3891250432944
820ecffffffffff,49.995546,-81.412423,0.0,712.389436190131
820ed7fffffffff,53.292146,-88.166606,0.0,726.1662226162275
820edffffffffff,50.497891,-86.147914,0.0,785.2225447879534
820ee7fffffffff,55.185978,-79.604451,0.0,1157.2654005560573
820eeffffffffff,52.23236,-78.095214,0.0,817.4456438332478
820ef7fffffffff,55.750464,-85.000283,0.0,1042.3563306828062
820f07fffffffff,67.584113,-67.890634,0.0,2392.0882711625836
820f0ffffffffff,64.514373,-66.991131,170.0,2048.4532442678874
820f17fffffffff,68.6233,-75.714592,0.0,2384.858432200928
820f1ffffffffff,65.620007,-73.890398,0.0,2201.0499678376523
820f2ffffffffff,66.207373,-60.846341,0.0,2244.3305644304864
820f37fffffffff,70.611972,-69.043095,0.0,2722.827135149131
820f4ffffffffff,56.942147,-60.560954,0.0,1236.1226974862159
820f57fffffffff,61.42214,-66.269868,0.0,1702.8337982331423
820f5ffffffffff,58.32678,-65.678817,0.0,1357.2844242921356
820f87fffffffff,66.784189,-89.025352,0.0,1934.2112197639797
820f8ffffffffff,63.971863,-85.973445,0.0,1701.0646954866932
820f97fffffffff,66.796701,-96.783519,0.0,1880.6735734619647
820f9ffffffffff,64.169278,-93.019131,0.0,1607.0973442880581
820fa7fffffffff,69.267606,-84.121999,0.0,2265.2666791804068
820faffffffffff,66.388222,-81.30484,0.0,2043.5026579415605
820fb7fffffffff,69.48363,-92.79226,0.0,2191.680236889946
821097fffffffff,49.771798,48.472652,0.0,1878.3591498476467
82109ffffffffff,51.001718,52.690804,0.0,1998.2896261337837
821107fffffffff,60.706011,31.280796,0.0,352.8937646235063
821127fffffffff,61.432681,26.534523,0.0,164.89200279250494
82112ffffffffff,63.367089,30.391228,0.0,456.4125982291088
821137fffffffff,58.815321,27.627842,0.0,213.9297787287707
821197fffffffff,51.270296,37.139781,0.0,1113.081793433021
8211b7fffffffff,52.440533,33.300002,0.0,834.2852098532152
821207fffffffff,59.004804,-119.290684,0.0,944.422617279514
82120ffffffffff,57.089306,-115.179993,0.0,675.4332678304511
821217fffffffff,57.912871,-123.966074,0.0,964.9414564148374
82121ffffffffff,56.175092,-119.850155,0.0,685.2763144642369
821227fffffffff,61.883442,-118.617736,0.0,1235.885368254333
82122ffffffffff,59.947995,-114.146733,0.0,989.4245516056031
821237fffffffff,60.74474,-123.779459,0.0,1233.5162205118347
821247fffffffff,55.601731,-106.520456,0.0,711.5152269441282
82124ffffffffff,53.252522,-103.297238,0.0,566.204623024699
821257fffffffff,55.025011,-111.438662,0.0,475.56100916590856
82125ffffffffff,52.839617,-108.046859,0.0,457.9011323221717
821267fffffffff,58.402545,-104.721599,0.0,1012.1846969532281
82126ffffffffff,55.983899,-101.340222,0.0,733.8344336805939
821277fffffffff,57.843755,-110.124402,0.0,796.934313267784
821287fffffffff,54.007524,-128.00411,0.0,627.7067639883246
82128ffffffffff,52.427505,-124.255425,0.0,362.5052213713028
821297fffffffff,52.816591,-131.515359,0.0,708.91913108225
82129ffffffffff,51.371828,-127.85323,0.0,411.68752321290253
8212a7fffffffff,56.711703,-128.180192,0.0,896.1071462239931
8212affffffffff,55.136783,-124.122466,0.0,658.2606164058757
8212b7fffffffff,55.436237,-131.95891,0.0,912.5632269630311
8212c7fffffffff,51.543143,-116.786808,0.0,196.90182360176627
8212cffffffffff,49.566135,-113.51282,127282.0,169.62055483057745
8212d7fffffffff,50.712304,-120.726642,0.0,235.0042911514819
8212dffffffffff,48.880254,-117.423357,0.0,340.3029552165963
8212e7fffffffff,54.283186,-116.047869,0.0,383.49526043207476
8212effffffffff,52.261147,-112.554426,0.0,170.3449225060692
8212f7fffffffff,53.407262,-120.322536,0.0,499.97738768052204
821307fffffffff,66.524177,-123.272152,0.0,1796.055173364635
82130ffffffffff,64.796205,-117.79315,0.0,1543.6102538881394
821317fffffffff,65.129099,-128.943813,0.0,1782.8965035242902
82131ffffffffff,63.619804,-123.552928,0.0,1505.437017377953
821327fffffffff,69.443016,-122.915014,0.0,2097.6055857365686
82132ffffffffff,67.726576,-116.759656,0.0,1860.1835709016714
821337fffffffff,67.994292,-129.32593,0.0,2057.89837472005
821347fffffffff,63.574282,-106.652647,0.0,1459.7640040996341
82134ffffffffff,61.220415,-102.574906,0.0,1304.8327457983753
821357fffffffff,62.84325,-112.896751,0.0,1313.2128620585
82135ffffffffff,60.700326,-108.555342,0.0,1125.8331580419958
821367fffffffff,66.441213,-104.30316,0.0,1796.7126326879365
82136ffffffffff,64.029109,-99.976904,0.0,1581.7696290961167
821377fffffffff,65.756457,-111.355547,0.0,1642.5186662376605
821387fffffffff,60.841222,-133.094176,0.0,1433.8824513778927
82138ffffffffff,59.474517,-128.38836,0.0,1186.497980042453
821397fffffffff,59.332075,-136.985997,0.0,1432.516661773532
82139ffffffffff,58.114695,-132.478158,0.0,1160.828853159976
8213a7fffffffff,63.603511,-133.836605,0.0,1721.7598238854373
8213affffffffff,62.284566,-128.638257,0.0,1488.8802443528868
8213b7fffffffff,61.998633,-138.04261,0.0,1690.9446486832762
821587fffffffff,50.873925,117.682126,0.0,1651.901503435327
821597fffffffff,48.42049,117.454783,0.0,1431.7856781954574
8215b7fffffffff,49.820822,113.897761,0.0,1716.2115985417536
82166ffffffffff,56.275005,-178.671747,0.0,3712.416238741713
821827fffffffff,54.851488,-8.959985,0.0,242.5981975950106
82182ffffffffff,52.274404,-6.975835,125061.0,128.87463755292768
821847fffffffff,46.928046,-3.564659,0.0,490.33503726998197
82184ffffffffff,44.193743,-2.092844,0.0,440.3275964232111
821867fffffffff,49.035216,-1.023126,16.0,247.27581801467892
82186ffffffffff,46.320954,0.358942,0.0,319.1084767398661
821877fffffffff,49.627484,-5.185398,0.0,413.74807758302023
82190ffffffffff,56.882037,-6.143071,0.0,392.84853731508275
82192ffffffffff,58.760877,-3.147846,0.0,510.6499030210313
821947fffffffff,53.652814,0.214259,0.0,163.4196503245455
82194ffffffffff,51.007441,1.63377,611177.0,134.56886541826844
821957fffffffff,54.331897,-4.249993,0.0,162.1119455058727
82195ffffffffff,51.710983,-2.552053,23.0,168.94498345077318
82196ffffffffff,52.83905,4.401874,10005.0,61.56633783536403
821977fffffffff,56.2421,-1.370384,0.0,312.29845608026176
821aa7fffffffff,47.883144,-52.807027,3777.0,926.8059604840597
821ab7fffffffff,46.518956,-56.673595,0.0,623.0059572738488
821b87fffffffff,52.38052,-56.204456,0.0,931.041235794092
821b97fffffffff,50.867893,-60.44106,0.0,615.3956048528837
821b9ffffffffff,49.417811,-56.455623,0.0,720.2239244014279
821bb7fffffffff,53.883311,-60.496218,0.0,913.9442753827664
821d27fffffffff,56.700514,-136.096711,0.0,1197.8593287768315
821e07fffffffff,48.75835,18.303044,73442.0,154.8718451069891
821e0ffffffffff,47.85598,22.443629,0.0,370.6316780216934
821e17fffffffff,46.845486,15.061696,9583.0,180.6874322082107
821e1ffffffffff,46.036838,19.117469,708.0,171.16632813925636
821e27fffffffff,51.37673,17.429573,0.0,255.65271607550181
821e2ffffffffff,50.541533,21.728992,0.0,194.24312212248012
821e37fffffffff,49.495206,14.1023,12293.0,69.72969159385794
821e47fffffffff,48.375417,29.986162,0.0,767.2852055905743
821e4ffffffffff,47.070065,33.872833,0.0,961.8064042483186
821e57fffffffff,46.7953,26.483433,0.0,516.1071795481928
821e5ffffffffff,45.588076,30.387721,0.0,648.6341947503329
821e67fffffffff,51.068829,29.55378,24533.0,602.9793524987635
821e6ffffffffff,49.802946,33.597258,0.0,919.4899735592055
821e77fffffffff,49.537547,25.927724,0.0,456.54395753448733
821e87fffffffff,42.050791,12.975217,94674.0,486.3987384834048
821e8ffffffffff,41.25581,16.80128,0.0,242.7799659068531
821e97fffffffff,39.921543,10.165326,0.0,547.3365622218512
821e9ffffffffff,39.196323,13.883694,0.0,578.6665814379194
821ea7fffffffff,44.820491,12.009475,0.0,232.5026442515599
821eaffffffffff,44.095774,15.959579,0.0,324.5652080766095
821eb7fffffffff,42.702654,9.146117,0.0,289.31260873546836
821ec7fffffffff,42.201003,23.730228,107128.0,64.62440416935249
821ecffffffffff,41.046542,27.483295,0.0,390.3849751792512
821ed7fffffffff,40.320811,20.590527,75.0,260.5138326418801
821edffffffffff,39.253001,24.311093,41355.0,149.89939858559384
821ee7fffffffff,45.072615,23.109129,0.0,210.63969883889052
821eeffffffffff,43.961441,27.000697,796.0,329.0351794526467
821ef7fffffffff,43.220716,19.878339,6.0,100.1430297665683
821f07fffffffff,54.466925,11.974482,514.0,164.43509569284961
821f0ffffffffff,53.885692,16.490846,0.0,255.50732423466644
821f17fffffffff,52.523324,8.716219,6.0,142.82565197622853
821f1ffffffffff,52.03746,13.075442,652732.0,58.15166812828006
821f27fffffffff,56.780223,10.792008,0.0,362.68333819282356
821f2ffffffffff,56.281021,15.479832,0.0,371.45069957304446
821f37fffffffff,54.867213,7.466287,0.0,220.43281067431212
821f47fffffffff,54.716272,24.682976,316.0,367.9871983537197
821f57fffffffff,53.121993,20.959815,20697.0,99.24533751248795
821f5ffffffffff,52.179893,25.329235,0.0,294.2666521476793
821f67fffffffff,57.142683,23.983175,498.0,341.19607560540214
821f6ffffffffff,56.147813,28.581424,0.0,495.60716809149176
821f77fffffffff,55.592243,20.129919,0.0,378.2846484263152
821f87fffffffff,47.984658,6.917933,2814.0,139.17676606609402
821f8ffffffffff,47.494537,10.981478,0.0,184.03307587111024
821f97fffffffff,45.818112,4.163966,0.0,286.0031487507278
821f9ffffffffff,45.393601,8.065292,323622.0,46.377393968105196
821fa7fffffffff,50.468291,5.698712,29382.0,103.80595533285812
821faffffffffff,50.064295,9.885739,0.0,86.01934290456511
821fb7fffffffff,48.320927,2.911185,206769.0,72.38429524911454
822007fffffffff,46.041894,71.527903,0.0,2000.586610506731
82200ffffffffff,46.389201,76.014373,0.0,1979.267617452609
822017fffffffff,43.134396,69.92518,0.0,1741.1221668080614
82201ffffffffff,43.549074,74.180633,0.0,1682.5388588424441
822027fffffffff,48.467599,68.627955,0.0,2326.7794582148836
82202ffffffffff,48.924508,73.308012,0.0,2282.8379264111804
822037fffffffff,45.521599,67.111269,0.0,2078.608127958858
822047fffffffff,49.257801,82.765934,0.0,2343.672679913314
82204ffffffffff,49.137543,87.416729,0.0,2441.986395982083
822057fffffffff,46.558717,80.516694,0.0,2016.064282623923
82205ffffffffff,46.55199,84.979734,0.0,2106.288595809707
822067fffffffff,51.924107,80.28995,0.0,2604.5475329440487
82206ffffffffff,51.877835,85.242359,0.0,2671.3173649114306
822077fffffffff,49.18856,78.041984,0.0,2288.897039207606
8220a7fffffffff,40.223916,68.476758,0.0,1517.3944664926917
8220c7fffffffff,41.192959,80.702521,0.0,1434.1981720102578
8220e7fffffffff,43.80351,78.470805,0.0,1692.739823078462
8220effffffffff,43.896282,82.747964,0.0,1769.3148485904053
822107fffffffff,50.025026,60.764474,0.0,2501.5939951488913
82210ffffffffff,50.799626,65.461624,0.0,2656.1485990880265
822117fffffffff,47.017928,59.659826,0.0,2520.7764569483584
82211ffffffffff,47.826943,64.061497,0.0,2417.745243213017
822127fffffffff,52.091411,57.213443,0.0,2164.267449812629
82212ffffffffff,53.011553,62.012601,0.0,2368.219479131702
822137fffffffff,49.07939,56.28498,0.0,2331.8665323558066
822147fffffffff,54.244503,72.235128,0.0,2857.07496940425
82214ffffffffff,54.524472,77.513367,0.0,2881.229029198021
822157fffffffff,51.382609,70.325622,6.0,2596.002988998317
82215ffffffffff,51.759636,75.292603,0.0,2578.6093403632744
822167fffffffff,56.615014,68.835326,0.0,2539.659772849903
822177fffffffff,53.736045,67.041543,0.0,2601.728576002998
82218ffffffffff,42.566324,65.74991,0.0,1861.6871053407035
8221a7fffffffff,44.010122,58.675959,0.0,2179.8935156661673
8221affffffffff,44.839084,62.813545,0.0,2206.4283512353236
8221b7fffffffff,41.020788,57.794586,0.0,1842.7396610828844
822407fffffffff,44.985902,101.500692,0.0,2271.912990097386
82240ffffffffff,44.296958,105.137716,0.0,1974.2540324809731
822417fffffffff,42.800158,98.860118,0.0,2258.996078244427
82241ffffffffff,42.229422,102.476483,0.0,2145.773710021261
822427fffffffff,47.783481,100.405685,0.0,2434.7138781840004
82242ffffffffff,47.068512,104.294176,0.0,2132.563089765309
822437fffffffff,45.575555,97.643973,0.0,2515.485358613447
822447fffffffff,45.377947,111.314975,0.0,1563.6564595651091
82244ffffffffff,44.444272,114.448891,0.0,1298.0278541718408
822457fffffffff,43.528881,108.546536,0.0,1688.2836023134194
82245ffffffffff,42.700695,111.726102,0.0,1414.4258150135183
822467fffffffff,48.104103,110.853978,0.0,1754.9480213434094
82246ffffffffff,47.111468,114.189452,0.0,1490.3547205739515
822477fffffffff,46.259372,107.931581,0.0,1841.9979073561374
8224e7fffffffff,41.574733,105.89056,0.0,1856.9046776908992
822507fffffffff,51.199621,94.736739,0.0,2905.9706427403758
82250ffffffffff,50.606321,99.169163,0.0,2628.456253802354
822517fffffffff,48.839687,91.936931,0.0,2576.1909237103846
82251ffffffffff,48.381409,96.278636,0.0,2737.8480797543016
822537fffffffff,51.630738,90.078485,0.0,2773.9325173297916
822547fffffffff,51.836899,106.456102,0.0,2254.368689935337
822557fffffffff,49.875611,103.342943,0.0,2325.039921976155
82255ffffffffff,49.0332,107.239805,663.0,2033.52290737569
822577fffffffff,52.702875,102.262627,0.0,2544.620330270649
822587fffffffff,43.617927,91.079591,0.0,2076.0715548126464
82258ffffffffff,43.268858,95.054234,0.0,2214.3322836056686
8225a7fffffffff,46.376655,89.351182,0.0,2240.866044981349
8225affffffffff,46.045571,93.585019,0.0,2409.0783771106035
822607fffffffff,43.422815,-97.424659,0.0,373.00553652061205
82260ffffffffff,40.976086,-95.32848,0.0,211.9128793865718
822617fffffffff,43.364067,-101.411916,0.0,493.3324340508092
82261ffffffffff,40.96992,-99.181767,0.0,429.8395365384891
822627fffffffff,45.846544,-95.520007,17.0,201.37532328095685
82262ffffffffff,43.342981,-93.43879,0.0,180.7089920708807
822637fffffffff,45.828051,-99.695913,0.0,489.4410554043129
822647fffffffff,38.313667,-89.737557,0.0,86.3000436410102
82264ffffffffff,35.729611,-88.028913,39.0,165.68549878610116
822657fffffffff,38.460991,-93.358457,4014.0,127.15810033748775
82265ffffffffff,35.894607,-91.507791,0.0,298.6310487187018
822667fffffffff,40.567747,-87.746012,544890.0,125.97656185328802
82266ffffffffff,38.064363,-86.237767,144.0,104.01338243640268
822677fffffffff,40.857953,-91.562022,147.0,85.89518522568108
822687fffffffff,40.560174,-107.015014,0.0,202.28878626232338
82268ffffffffff,38.200356,-104.687888,179947.0,174.40475456392616
822697fffffffff,40.15371,-110.922698,167130.0,109.95318588509687
82269ffffffffff,37.863444,-108.515457,0.0,379.4383561159464
8226a7fffffffff,43.163757,-105.434892,0.0,381.11349931435296
8226affffffffff,40.832427,-103.089154,7.0,192.67428556939913
8226b7fffffffff,42.820354,-109.45426,11.0,306.15527588557325
8226c7fffffffff,35.91523,-98.755732,0.0,364.066669812459
8226cffffffffff,33.36367,-96.761442,295879.0,57.747149548349846
8226d7fffffffff,35.756503,-102.472479,0.0,248.81258223486185
8226dffffffffff,33.245943,-100.367086,0.0,312.35240557345105
8226e7fffffffff,38.496006,-97.076629,0.0,213.7865686280434
8226effffffffff,35.959293,-95.0915,42110.0,105.11153611908398
8226f7fffffffff,38.410759,-100.863705,0.0,377.4246870392905
822707fffffffff,50.910567,-95.714867,40769.0,152.68994577198515
82270ffffffffff,48.313343,-93.371792,0.0,325.5769819768516
822717fffffffff,50.825526,-100.41488,0.0,254.3747864206744
82271ffffffffff,48.348381,-97.834511,0.0,177.9862057094648
822727fffffffff,53.493525,-93.28644,0.0,481.3527159726309
82272ffffffffff,50.803345,-90.937468,0.0,452.1439596893607
822737fffffffff,53.476581,-98.355395,0.0,408.02072358419025
822747fffffffff,45.413382,-87.037108,12.0,401.03772305209486
82274ffffffffff,42.757173,-85.407515,0.0,213.5168682176796
822757fffffffff,45.709686,-91.285242,76496.0,175.7710737111531
82275ffffffffff,43.121507,-89.419997,0.0,161.65090084424554
822767fffffffff,47.71296,-84.380103,0.0,587.9934605103315
82276ffffffffff,44.958625,-82.82196,95.0,305.7482879094919
822777fffffffff,48.102192,-88.868605,7.0,484.66232214698516
822787fffffffff,47.926406,-106.435915,0.0,651.0035835157505
82278ffffffffff,45.66291,-103.771173,0.0,662.3095262583424
822797fffffffff,47.498765,-110.491629,61.0,472.31102765859043
82279ffffffffff,45.390062,-107.902428,15947.0,608.1628406396713
8227a7fffffffff,50.560742,-104.978435,32854.0,561.978001231591
8227affffffffff,48.215131,-102.204513,0.0,412.5979952320308
8227b7fffffffff,50.133901,-109.356598,0.0,347.6728004681951
822807fffffffff,40.131717,-124.76073,0.0,332.24860552804535
822817fffffffff,40.980162,-121.113641,0.0,375.9536302888715
82281ffffffffff,42.874491,-123.748579,0.0,230.34196369767363
822837fffffffff,38.193209,-122.196197,313761.0,52.78349090282115
822887fffffffff,44.400306,-116.036346,95.0,524.4620712844218
82288ffffffffff,46.33521,-118.733416,0.0,307.6317705041981
822897fffffffff,44.967409,-112.004445,0.0,465.92378181378865
82289ffffffffff,46.990234,-114.662529,0.0,453.5071122469793
8228a7fffffffff,41.719697,-117.328141,0.0,463.1201169806711
8228affffffffff,43.698313,-119.961358,0.0,295.0796257213899
8228b7fffffffff,42.336666,-113.430901,0.0,213.596620069611
8228c7fffffffff,47.257314,-125.440371,0.0,237.79783179349957
8228d7fffffffff,48.134609,-121.51448,332296.0,83.1193830465494
8228dffffffffff,49.794336,-124.36985,95465.0,109.83987647619387
8228f7fffffffff,45.545838,-122.668565,0.0,1.741985821336516
822987fffffffff,36.823438,-116.046735,0.0,95.8116257204885
82298ffffffffff,38.960282,-118.543846,0.0,342.82693993374977
822997fffffffff,37.402442,-112.312509,0.0,108.31601685028158
82299ffffffffff,39.617628,-114.776561,0.0,273.9192651107805
8229a7fffffffff,33.969092,-117.246454,198163.0,108.12223240415274
8229affffffffff,36.13581,-119.688987,0.0,231.99009122856344
8229b7fffffffff,34.580911,-113.628332,0.0,180.75941160463438
822a17fffffffff,40.858416,-73.781928,169629.0,21.86215383531699
822a37fffffffff,42.727208,-70.791059,0.0,44.73690380420251
822a87fffffffff,39.611498,-80.207881,0.0,62.64518692355793
822a8ffffffffff,37.046037,-79.102947,96.0,247.07501386859093
822a97fffffffff,40.150751,-83.950432,28.0,130.03000568322523
822a9ffffffffff,37.60827,-82.641461,0.0,120.82190509100282
822aa7fffffffff,41.616525,-77.554392,62567.0,135.35616858592132
822aaffffffffff,38.957863,-76.548273,348687.0,40.91293188906713
822ab7fffffffff,42.253088,-81.440214,301.0,109.32339174732778
822ad7fffffffff,34.566075,-78.107333,0.0,146.15706154591513
822af7fffffffff,36.385723,-75.646999,0.0,156.52782598202688
822b07fffffffff,46.277882,-64.099593,307.0,54.15746986679214
822b0ffffffffff,43.427343,-63.827836,14515.0,309.90759858563524
822b17fffffffff,47.424293,-68.10166,0.0,291.3959615435136
822b1ffffffffff,44.54169,-67.565551,18894.0,236.44081833776698
822b27fffffffff,47.911251,-60.3935,0.0,386.22529533728306
822b2ffffffffff,45.026905,-60.352069,0.0,365.20314920714594
822b37fffffffff,49.206974,-64.410079,0.0,342.90037918370945
822b87fffffffff,46.422926,-75.658677,1683.0,191.29632494424348
822b8ffffffffff,43.602853,-74.662815,457.0,206.24174864789896
822b97fffffffff,47.149849,-79.960378,0.0,381.72301392911095
822b9ffffffffff,44.351525,-78.684037,262073.0,87.36566581275333
822ba7fffffffff,48.441129,-72.342201,0.0,338.91015247038644
822baffffffffff,45.547264,-71.516441,27825.0,159.37574360394763
822bb7fffffffff,49.304929,-76.792856,0.0,487.0198660150391
822c0ffffffffff,40.848163,47.490956,0.0,1494.1596897106726
822c27fffffffff,41.256344,41.050988,0.0,1162.18488273486
822c2ffffffffff,42.538712,44.319917,216.0,1434.0918826706504
822c47fffffffff,44.978797,51.498354,0.0,2034.191268475202
822c4ffffffffff,46.060776,55.462887,0.0,2336.323266977363
822c57fffffffff,41.992737,50.997771,0.0,1807.263361790449
822c5ffffffffff,43.054147,54.730163,0.0,1997.0041852389327
822c67fffffffff,46.776536,48.107272,0.0,1988.5217907056901
822c6ffffffffff,47.987559,52.058919,0.0,2201.843890756413
822ceffffffffff,40.077274,54.073192,0.0,1661.5143000556166
822d2ffffffffff,44.249905,34.129004,0.0,888.2851513199986
822d47fffffffff,47.011126,40.981696,0.0,1468.5336612087488
822d4ffffffffff,48.431864,44.570277,0.0,1716.3742770048364
822d57fffffffff,44.104731,41.048927,0.0,1437.8697826923799
822d67fffffffff,48.400105,37.433611,0.0,1238.0965741303842
822d6ffffffffff,49.932594,40.906306,0.0,1408.3683610077544
822d77fffffffff,45.639705,37.565102,0.0,1180.3686467156679
822da7fffffffff,35.378142,34.799555,4244.0,366.15103427874567
822db7fffffffff,32.330896,34.995441,43.0,33.908366780820856
822e0ffffffffff,39.742201,140.167275,0.0,441.14319784898623
822e1ffffffffff,42.156162,142.132178,0.0,726.4388494546614
