h3Index,lat,lon,parent_data_points,client_server_distance_km
841ec01ffffffff,42.201003,23.730228,107128.0,64.62440416935249
841ec03ffffffff,42.044049,24.273119,107128.0,106.74557515914731
841ec05ffffffff,41.939372,23.273415,107128.0,84.43783772262539
841ec07ffffffff,41.784232,23.815581,107128.0,109.42763585865357
841ec09ffffffff,42.616211,23.644054,107128.0,27.88166829155834
841ec0bffffffff,42.460185,24.189716,107128.0,75.82702323030709
841ec0dffffffff,42.3552,23.185311,107128.0,39.71172459028006
841ec11ffffffff,42.139898,25.274605,107128.0,171.89283421167647
841ec13ffffffff,41.975711,25.813665,107128.0,219.99549611749364
841ec15ffffffff,41.884375,24.813899,107128.0,152.46952391902155
841ec17ffffffff,41.722017,25.352485,107128.0,199.36483450684818
841ec19ffffffff,42.556247,25.195972,107128.0,154.14656031702566
841ec1bffffffff,42.392899,25.737807,107128.0,200.80928870312104
841ec1dffffffff,42.301402,24.733262,107128.0,123.8346804716956
841ec21ffffffff,41.257387,22.908463,107128.0,163.77899353921592
841ec23ffffffff,41.103112,23.447131,107128.0,177.63586147654607
841ec25ffffffff,40.990452,22.458948,107128.0,202.8616258621525
841ec27ffffffff,40.837943,22.996777,107128.0,208.5654297645976
841ec29ffffffff,41.675338,22.819312,107128.0,121.0028724580981
841ec2bffffffff,41.521996,23.360684,107128.0,130.79409394190338
841ec31ffffffff,41.207197,24.43755,107128.0,189.70760613921223
841ec33ffffffff,41.04581,24.972877,107128.0,228.98449737235734
841ec35ffffffff,40.946157,23.983872,107128.0,202.36389513328828
841ec37ffffffff,40.786558,24.518602,107128.0,234.57994912636138
841ec39ffffffff,41.626373,24.355726,107128.0,146.48976891999612
841ec3bffffffff,41.465831,24.893767,107128.0,188.6753922479133
841ec3dffffffff,41.365937,23.900125,107128.0,155.62066055282617
841ec41ffffffff,43.182065,23.006556,107128.0,59.636167113111874
841ec43ffffffff,43.029819,23.557049,107128.0,41.59457609769706
841ec45ffffffff,42.91985,22.54673,107128.0,67.8646674824493
841ec47ffffffff,42.769443,23.096362,107128.0,20.0500739885104
841ec49ffffffff,43.593027,22.915879,107128.0,104.83729778350818
841ec4bffffffff,43.44179,23.4692,107128.0,83.5799995786916
841ec4dffffffff,43.331448,22.45412,107128.0,99.68999315917918
841ec51ffffffff,43.130755,24.569637,107128.0,112.44701975150421
841ec53ffffffff,42.971027,25.116575,107128.0,149.4715936984283
841ec55ffffffff,42.874744,24.105508,107128.0,66.91685909036673
841ec57ffffffff,42.716875,24.651844,107128.0,108.70415787499002
841ec59ffffffff,43.543008,24.486627,107128.0,133.3023135872887
841ec5bffffffff,43.384202,25.036402,107128.0,158.8740463310868
841ec5dffffffff,43.287688,24.020482,107128.0,86.78052553937022
841ec61ffffffff,42.241357,22.183368,107128.0,106.27467148530167
841ec63ffffffff,42.091758,22.729314,107128.0,83.12113981698928
